case_id,kind,location,pauli,tick,control,target,stab_type,syndrome,weight,lit_ancillas
C17_YY,cnot_two,C17,YY,2,"(4, 6)","(5, 5)",X,00000001,1,X7
C17_YZ,cnot_two,C17,YZ,2,"(4, 6)","(5, 5)",X,00000001,1,X7
C17_ZI,cnot_two,C17,ZI,2,"(4, 6)","(5, 5)",X,00000001,1,X7
C17_ZX,cnot_two,C17,ZX,2,"(4, 6)","(5, 5)",X,00000001,1,X7
C17_ZY,cnot_two,C17,ZY,2,"(4, 6)","(5, 5)",X,00000001,1,X7
C17_ZZ,cnot_two,C17,ZZ,2,"(4, 6)","(5, 5)",X,00000001,1,X7
C18_IX,cnot_two,C18,IX,3,"(1, 1)","(2, 2)",Z,01000000,1,Z1
C18_IY,cnot_two,C18,IY,3,"(1, 1)","(2, 2)",Z,01000000,1,Z1
C18_IZ,cnot_two,C18,IZ,3,"(1, 1)","(2, 2)",Z,00000000,0,
C18_XI,cnot_two,C18,XI,3,"(1, 1)","(2, 2)",Z,00000000,0,
C18_XX,cnot_two,C18,XX,3,"(1, 1)","(2, 2)",Z,01000000,1,Z1
C18_XY,cnot_two,C18,XY,3,"(1, 1)","(2, 2)",Z,01000000,1,Z1
C18_XZ,cnot_two,C18,XZ,3,"(1, 1)","(2, 2)",Z,00000000,0,
C18_YI,cnot_two,C18,YI,3,"(1, 1)","(2, 2)",Z,00000000,0,
C18_YX,cnot_two,C18,YX,3,"(1, 1)","(2, 2)",Z,01000000,1,Z1
C18_YY,cnot_two,C18,YY,3,"(1, 1)","(2, 2)",Z,01000000,1,Z1
C18_YZ,cnot_two,C18,YZ,3,"(1, 1)","(2, 2)",Z,00000000,0,
C18_ZI,cnot_two,C18,ZI,3,"(1, 1)","(2, 2)",Z,00000000,0,
C18_ZX,cnot_two,C18,ZX,3,"(1, 1)","(2, 2)",Z,01000000,1,Z1
C18_ZY,cnot_two,C18,ZY,3,"(1, 1)","(2, 2)",Z,01000000,1,Z1
C18_ZZ,cnot_two,C18,ZZ,3,"(1, 1)","(2, 2)",Z,00000000,0,
C19_IX,cnot_two,C19,IX,3,"(5, 1)","(6, 2)",Z,00010000,1,Z3
C19_IY,cnot_two,C19,IY,3,"(5, 1)","(6, 2)",Z,00010000,1,Z3
C19_IZ,cnot_two,C19,IZ,3,"(5, 1)","(6, 2)",Z,00000000,0,
C19_XI,cnot_two,C19,XI,3,"(5, 1)","(6, 2)",Z,00000000,0,
C19_XX,cnot_two,C19,XX,3,"(5, 1)","(6, 2)",Z,00010000,1,Z3
C19_XY,cnot_two,C19,XY,3,"(5, 1)","(6, 2)",Z,00010000,1,Z3
C19_XZ,cnot_two,C19,XZ,3,"(5, 1)","(6, 2)",Z,00000000,0,
C19_YI,cnot_two,C19,YI,3,"(5, 1)","(6, 2)",Z,00000000,0,
C19_YX,cnot_two,C19,YX,3,"(5, 1)","(6, 2)",Z,00010000,1,Z3
C19_YY,cnot_two,C19,YY,3,"(5, 1)","(6, 2)",Z,00010000,1,Z3
C19_YZ,cnot_two,C19,YZ,3,"(5, 1)","(6, 2)",Z,00000000,0,
C19_ZI,cnot_two,C19,ZI,3,"(5, 1)","(6, 2)",Z,00000000,0,
C19_ZX,cnot_two,C19,ZX,3,"(5, 1)","(6, 2)",Z,00010000,1,Z3
C19_ZY,cnot_two,C19,ZY,3,"(5, 1)","(6, 2)",Z,00010000,1,Z3
C19_ZZ,cnot_two,C19,ZZ,3,"(5, 1)","(6, 2)",Z,00000000,0,
C20_IX,cnot_two,C20,IX,3,"(3, 3)","(4, 4)",Z,00000010,1,Z6
C20_IY,cnot_two,C20,IY,3,"(3, 3)","(4, 4)",Z,00000010,1,Z6
C20_IZ,cnot_two,C20,IZ,3,"(3, 3)","(4, 4)",Z,00000000,0,
C20_XI,cnot_two,C20,XI,3,"(3, 3)","(4, 4)",Z,00000000,0,
C20_XX,cnot_two,C20,XX,3,"(3, 3)","(4, 4)",Z,00000010,1,Z6
C20_XY,cnot_two,C20,XY,3,"(3, 3)","(4, 4)",Z,00000010,1,Z6
C20_XZ,cnot_two,C20,XZ,3,"(3, 3)","(4, 4)",Z,00000000,0,
C20_YI,cnot_two,C20,YI,3,"(3, 3)","(4, 4)",Z,00000000,0,
C20_YX,cnot_two,C20,YX,3,"(3, 3)","(4, 4)",Z,00000010,1,Z6
C20_YY,cnot_two,C20,YY,3,"(3, 3)","(4, 4)",Z,00000010,1,Z6
C20_YZ,cnot_two,C20,YZ,3,"(3, 3)","(4, 4)",Z,00000000,0,
C20_ZI,cnot_two,C20,ZI,3,"(3, 3)","(4, 4)",Z,00000000,0,
C20_ZX,cnot_two,C20,ZX,3,"(3, 3)","(4, 4)",Z,00000010,1,Z6
C20_ZY,cnot_two,C20,ZY,3,"(3, 3)","(4, 4)",Z,00000010,1,Z6
C20_ZZ,cnot_two,C20,ZZ,3,"(3, 3)","(4, 4)",Z,00000000,0,
C21_IX,cnot_two,C21,IX,3,"(4, 2)","(3, 1)",X,00000000,0,
C21_IY,cnot_two,C21,IY,3,"(4, 2)","(3, 1)",X,00000000,0,
C21_IZ,cnot_two,C21,IZ,3,"(4, 2)","(3, 1)",X,00000000,0,
C21_XI,cnot_two,C21,XI,3,"(4, 2)","(3, 1)",X,00000000,0,
C21_XX,cnot_two,C21,XX,3,"(4, 2)","(3, 1)",X,00000000,0,
C21_XY,cnot_two,C21,XY,3,"(4, 2)","(3, 1)",X,00000000,0,
C21_XZ,cnot_two,C21,XZ,3,"(4, 2)","(3, 1)",X,00000000,0,
C21_YI,cnot_two,C21,YI,3,"(4, 2)","(3, 1)",X,00100000,1,X2
C21_YX,cnot_two,C21,YX,3,"(4, 2)","(3, 1)",X,00100000,1,X2
C21_YY,cnot_two,C21,YY,3,"(4, 2)","(3, 1)",X,00100000,1,X2
C21_YZ,cnot_two,C21,YZ,3,"(4, 2)","(3, 1)",X,00100000,1,X2
C21_ZI,cnot_two,C21,ZI,3,"(4, 2)","(3, 1)",X,00100000,1,X2
C21_ZX,cnot_two,C21,ZX,3,"(4, 2)","(3, 1)",X,00100000,1,X2
C21_ZY,cnot_two,C21,ZY,3,"(4, 2)","(3, 1)",X,00100000,1,X2
C21_ZZ,cnot_two,C21,ZZ,3,"(4, 2)","(3, 1)",X,00100000,1,X2
C22_IX,cnot_two,C22,IX,3,"(2, 4)","(1, 3)",X,00000000,0,
C22_IY,cnot_two,C22,IY,3,"(2, 4)","(1, 3)",X,00000000,0,
C22_IZ,cnot_two,C22,IZ,3,"(2, 4)","(1, 3)",X,00000000,0,
C22_XI,cnot_two,C22,XI,3,"(2, 4)","(1, 3)",X,00000000,0,
C22_XX,cnot_two,C22,XX,3,"(2, 4)","(1, 3)",X,00000000,0,
C22_XY,cnot_two,C22,XY,3,"(2, 4)","(1, 3)",X,00000000,0,
C22_XZ,cnot_two,C22,XZ,3,"(2, 4)","(1, 3)",X,00000000,0,
C22_YI,cnot_two,C22,YI,3,"(2, 4)","(1, 3)",X,00000100,1,X5
C22_YX,cnot_two,C22,YX,3,"(2, 4)","(1, 3)",X,00000100,1,X5
C22_YY,cnot_two,C22,YY,3,"(2, 4)","(1, 3)",X,00000100,1,X5
C22_YZ,cnot_two,C22,YZ,3,"(2, 4)","(1, 3)",X,00000100,1,X5
C22_ZI,cnot_two,C22,ZI,3,"(2, 4)","(1, 3)",X,00000100,1,X5
C22_ZX,cnot_two,C22,ZX,3,"(2, 4)","(1, 3)",X,00000100,1,X5
C22_ZY,cnot_two,C22,ZY,3,"(2, 4)","(1, 3)",X,00000100,1,X5
C22_ZZ,cnot_two,C22,ZZ,3,"(2, 4)","(1, 3)",X,00000100,1,X5
C23_IX,cnot_two,C23,IX,3,"(4, 6)","(3, 5)",X,00000000,0,
C23_IY,cnot_two,C23,IY,3,"(4, 6)","(3, 5)",X,00000000,0,
C23_IZ,cnot_two,C23,IZ,3,"(4, 6)","(3, 5)",X,00000000,0,
C23_XI,cnot_two,C23,XI,3,"(4, 6)","(3, 5)",X,00000000,0,
C23_XX,cnot_two,C23,XX,3,"(4, 6)","(3, 5)",X,00000000,0,
C23_XY,cnot_two,C23,XY,3,"(4, 6)","(3, 5)",X,00000000,0,
C23_XZ,cnot_two,C23,XZ,3,"(4, 6)","(3, 5)",X,00000000,0,
C23_YI,cnot_two,C23,YI,3,"(4, 6)","(3, 5)",X,00000001,1,X7
C23_YX,cnot_two,C23,YX,3,"(4, 6)","(3, 5)",X,00000001,1,X7
C23_YY,cnot_two,C23,YY,3,"(4, 6)","(3, 5)",X,00000001,1,X7
C23_YZ,cnot_two,C23,YZ,3,"(4, 6)","(3, 5)",X,00000001,1,X7
C23_ZI,cnot_two,C23,ZI,3,"(4, 6)","(3, 5)",X,00000001,1,X7
C23_ZX,cnot_two,C23,ZX,3,"(4, 6)","(3, 5)",X,00000001,1,X7
C23_ZY,cnot_two,C23,ZY,3,"(4, 6)","(3, 5)",X,00000001,1,X7
C23_ZZ,cnot_two,C23,ZZ,3,"(4, 6)","(3, 5)",X,00000001,1,X7
