sample_id,mode,n_rounds,shots,mid_measure,reset_after_measure,return_probs,control,target,error_rounds,occurrence_vector,error_types,error_wires,fault_schedule_json,dataset_type,stab_type,stab_index,syndrome_bits,detection_bits,final_bits,probabilities,raw_output_json,cnot_index
0,mid_measure_no_reset,4,1,True,False,False,1,9,,"0,0,0,0","X,Z","1,9",[],all_cnot_round_patterns,Z,0,00000000000000000000000000000000,000000000000000000000000,,,"{""syndrome"": [[[0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0]]], ""detection_events"": [[[0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0]]]}",1
1,mid_measure_no_reset,4,1,True,False,False,1,9,0,"1,0,0,0","X,Z","1,9","[{""round"": 0, ""control"": 1, ""target"": 9, ""error_wires"": [1, 9], ""error_types"": [""X"", ""Z""]}]",all_cnot_round_patterns,Z,0,00000100100000000000010010000000,100001001000010010000100,,,"{""syndrome"": [[[0, 0, 0, 0, 0, 1, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 1, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0]]], ""detection_events"": [[[1, 0, 0, 0, 0, 1, 0, 0], [1, 0, 0, 0, 0, 1, 0, 0], [1, 0, 0, 0, 0, 1, 0, 0]]]}",1
2,mid_measure_no_reset,4,1,True,False,False,1,9,1,"0,1,0,0","X,Z","1,9","[{""round"": 1, ""control"": 1, ""target"": 9, ""error_wires"": [1, 9], ""error_types"": [""X"", ""Z""]}]",all_cnot_round_patterns,Z,0,00000000000001001000000000000100,000001001000010010000100,,,"{""syndrome"": [[[0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 1, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 1, 0, 0]]], ""detection_events"": [[[0, 0, 0, 0, 0, 1, 0, 0], [1, 0, 0, 0, 0, 1, 0, 0], [1, 0, 0, 0, 0, 1, 0, 0]]]}",1
3,mid_measure_no_reset,4,1,True,False,False,1,9,2,"0,0,1,0","X,Z","1,9","[{""round"": 2, ""control"": 1, ""target"": 9, ""error_wires"": [1, 9], ""error_types"": [""X"", ""Z""]}]",all_cnot_round_patterns,Z,0,00000000000000000000010010000000,000000000000010010000100,,,"{""syndrome"": [[[0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 1, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0]]], ""detection_events"": [[[0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 1, 0, 0], [1, 0, 0, 0, 0, 1, 0, 0]]]}",1
4,mid_measure_no_reset,4,1,True,False,False,1,9,3,"0,0,0,1","X,Z","1,9","[{""round"": 3, ""control"": 1, ""target"": 9, ""error_wires"": [1, 9], ""error_types"": [""X"", ""Z""]}]",all_cnot_round_patterns,Z,0,00000000000000000000000000000100,000000000000000000000100,,,"{""syndrome"": [[[0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 1, 0, 0]]], ""detection_events"": [[[0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 1, 0, 0]]]}",1
5,mid_measure_no_reset,4,1,True,False,False,1,9,"0,1","1,1,0,0","X,Z","1,9","[{""round"": 0, ""control"": 1, ""target"": 9, ""error_wires"": [1, 9], ""error_types"": [""X"", ""Z""]}, {""round"": 1, ""control"": 1, ""target"": 9, ""error_wires"": [1, 9], ""error_types"": [""X"", ""Z""]}]",all_cnot_round_patterns,Z,0,00000100100001001000010010000100,100000000000000000000000,,,"{""syndrome"": [[[0, 0, 0, 0, 0, 1, 0, 0], [1, 0, 0, 0, 0, 1, 0, 0], [1, 0, 0, 0, 0, 1, 0, 0], [1, 0, 0, 0, 0, 1, 0, 0]]], ""detection_events"": [[[1, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0]]]}",1
6,mid_measure_no_reset,4,1,True,False,False,1,9,"0,2","1,0,1,0","X,Z","1,9","[{""round"": 0, ""control"": 1, ""target"": 9, ""error_wires"": [1, 9], ""error_types"": [""X"", ""Z""]}, {""round"": 2, ""control"": 1, ""target"": 9, ""error_wires"": [1, 9], ""error_types"": [""X"", ""Z""]}]",all_cnot_round_patterns,Z,0,00000100100000000000000000000000,100001001000000000000000,,,"{""syndrome"": [[[0, 0, 0, 0, 0, 1, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0]]], ""detection_events"": [[[1, 0, 0, 0, 0, 1, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0]]]}",1
7,mid_measure_no_reset,4,1,True,False,False,1,9,"0,3","1,0,0,1","X,Z","1,9","[{""round"": 0, ""control"": 1, ""target"": 9, ""error_wires"": [1, 9], ""error_types"": [""X"", ""Z""]}, {""round"": 3, ""control"": 1, ""target"": 9, ""error_wires"": [1, 9], ""error_types"": [""X"", ""Z""]}]",all_cnot_round_patterns,Z,0,00000100100000000000010010000100,100001001000010010000000,,,"{""syndrome"": [[[0, 0, 0, 0, 0, 1, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 1, 0, 0], [1, 0, 0, 0, 0, 1, 0, 0]]], ""detection_events"": [[[1, 0, 0, 0, 0, 1, 0, 0], [1, 0, 0, 0, 0, 1, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0]]]}",1
8,mid_measure_no_reset,4,1,True,False,False,1,9,"1,2","0,1,1,0","X,Z","1,9","[{""round"": 1, ""control"": 1, ""target"": 9, ""error_wires"": [1, 9], ""error_types"": [""X"", ""Z""]}, {""round"": 2, ""control"": 1, ""target"": 9, ""error_wires"": [1, 9], ""error_types"": [""X"", ""Z""]}]",all_cnot_round_patterns,Z,0,00000000000001001000010010000100,000001001000000000000000,,,"{""syndrome"": [[[0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 1, 0, 0], [1, 0, 0, 0, 0, 1, 0, 0], [1, 0, 0, 0, 0, 1, 0, 0]]], ""detection_events"": [[[0, 0, 0, 0, 0, 1, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0]]]}",1
9,mid_measure_no_reset,4,1,True,False,False,1,9,"1,3","0,1,0,1","X,Z","1,9","[{""round"": 1, ""control"": 1, ""target"": 9, ""error_wires"": [1, 9], ""error_types"": [""X"", ""Z""]}, {""round"": 3, ""control"": 1, ""target"": 9, ""error_wires"": [1, 9], ""error_types"": [""X"", ""Z""]}]",all_cnot_round_patterns,Z,0,00000000000001001000000000000000,000001001000010010000000,,,"{""syndrome"": [[[0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 1, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0]]], ""detection_events"": [[[0, 0, 0, 0, 0, 1, 0, 0], [1, 0, 0, 0, 0, 1, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0]]]}",1
