sample_id,mode,n_rounds,shots,mid_measure,reset_after_measure,return_probs,control,target,error_rounds,occurrence_vector,error_types,error_wires,fault_schedule_json,dataset_type,stab_type,stab_index,syndrome_bits,detection_bits,final_bits,probabilities,raw_output_json,cnot_index
0,mid_measure_no_reset,4,1,True,False,False,15,7,,"0,0,0,0","X,Z","15,7",[],all_cnot_round_patterns,X,2,00000000000000000000000000000000,000000000000000000000000,,,"{""syndrome"": [[[0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0]]], ""detection_events"": [[[0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0]]]}",21
1,mid_measure_no_reset,4,1,True,False,False,15,7,0,"1,0,0,0","X,Z","15,7","[{""round"": 0, ""control"": 15, ""target"": 7, ""error_wires"": [15, 7], ""error_types"": [""X"", ""Z""]}]",all_cnot_round_patterns,X,2,00000001000000100000000100000010,000000110000001100000011,,,"{""syndrome"": [[[0, 0, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0, 1, 0]]], ""detection_events"": [[[0, 0, 0, 0, 0, 0, 1, 1], [0, 0, 0, 0, 0, 0, 1, 1], [0, 0, 0, 0, 0, 0, 1, 1]]]}",21
2,mid_measure_no_reset,4,1,True,False,False,15,7,1,"0,1,0,0","X,Z","15,7","[{""round"": 1, ""control"": 15, ""target"": 7, ""error_wires"": [15, 7], ""error_types"": [""X"", ""Z""]}]",all_cnot_round_patterns,X,2,00000000000000010000001000000001,000000010000001100000011,,,"{""syndrome"": [[[0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 1]]], ""detection_events"": [[[0, 0, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0, 1, 1], [0, 0, 0, 0, 0, 0, 1, 1]]]}",21
3,mid_measure_no_reset,4,1,True,False,False,15,7,2,"0,0,1,0","X,Z","15,7","[{""round"": 2, ""control"": 15, ""target"": 7, ""error_wires"": [15, 7], ""error_types"": [""X"", ""Z""]}]",all_cnot_round_patterns,X,2,00000000000000000000000100000010,000000000000000100000011,,,"{""syndrome"": [[[0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0, 1, 0]]], ""detection_events"": [[[0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0, 1, 1]]]}",21
4,mid_measure_no_reset,4,1,True,False,False,15,7,3,"0,0,0,1","X,Z","15,7","[{""round"": 3, ""control"": 15, ""target"": 7, ""error_wires"": [15, 7], ""error_types"": [""X"", ""Z""]}]",all_cnot_round_patterns,X,2,00000000000000000000000000000001,000000000000000000000001,,,"{""syndrome"": [[[0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 1]]], ""detection_events"": [[[0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 1]]]}",21
5,mid_measure_no_reset,4,1,True,False,False,15,7,"0,1","1,1,0,0","X,Z","15,7","[{""round"": 0, ""control"": 15, ""target"": 7, ""error_wires"": [15, 7], ""error_types"": [""X"", ""Z""]}, {""round"": 1, ""control"": 15, ""target"": 7, ""error_wires"": [15, 7], ""error_types"": [""X"", ""Z""]}]",all_cnot_round_patterns,X,2,00000001000000110000001100000011,000000100000000000000000,,,"{""syndrome"": [[[0, 0, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0, 1, 1], [0, 0, 0, 0, 0, 0, 1, 1], [0, 0, 0, 0, 0, 0, 1, 1]]], ""detection_events"": [[[0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0]]]}",21
6,mid_measure_no_reset,4,1,True,False,False,15,7,"0,2","1,0,1,0","X,Z","15,7","[{""round"": 0, ""control"": 15, ""target"": 7, ""error_wires"": [15, 7], ""error_types"": [""X"", ""Z""]}, {""round"": 2, ""control"": 15, ""target"": 7, ""error_wires"": [15, 7], ""error_types"": [""X"", ""Z""]}]",all_cnot_round_patterns,X,2,00000001000000100000000000000000,000000110000001000000000,,,"{""syndrome"": [[[0, 0, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0]]], ""detection_events"": [[[0, 0, 0, 0, 0, 0, 1, 1], [0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0]]]}",21
7,mid_measure_no_reset,4,1,True,False,False,15,7,"0,3","1,0,0,1","X,Z","15,7","[{""round"": 0, ""control"": 15, ""target"": 7, ""error_wires"": [15, 7], ""error_types"": [""X"", ""Z""]}, {""round"": 3, ""control"": 15, ""target"": 7, ""error_wires"": [15, 7], ""error_types"": [""X"", ""Z""]}]",all_cnot_round_patterns,X,2,00000001000000100000000100000011,000000110000001100000010,,,"{""syndrome"": [[[0, 0, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0, 1, 1]]], ""detection_events"": [[[0, 0, 0, 0, 0, 0, 1, 1], [0, 0, 0, 0, 0, 0, 1, 1], [0, 0, 0, 0, 0, 0, 1, 0]]]}",21
8,mid_measure_no_reset,4,1,True,False,False,15,7,"1,2","0,1,1,0","X,Z","15,7","[{""round"": 1, ""control"": 15, ""target"": 7, ""error_wires"": [15, 7], ""error_types"": [""X"", ""Z""]}, {""round"": 2, ""control"": 15, ""target"": 7, ""error_wires"": [15, 7], ""error_types"": [""X"", ""Z""]}]",all_cnot_round_patterns,X,2,00000000000000010000001100000011,000000010000001000000000,,,"{""syndrome"": [[[0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0, 1, 1], [0, 0, 0, 0, 0, 0, 1, 1]]], ""detection_events"": [[[0, 0, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0]]]}",21
9,mid_measure_no_reset,4,1,True,False,False,15,7,"1,3","0,1,0,1","X,Z","15,7","[{""round"": 1, ""control"": 15, ""target"": 7, ""error_wires"": [15, 7], ""error_types"": [""X"", ""Z""]}, {""round"": 3, ""control"": 15, ""target"": 7, ""error_wires"": [15, 7], ""error_types"": [""X"", ""Z""]}]",all_cnot_round_patterns,X,2,00000000000000010000001000000000,000000010000001100000010,,,"{""syndrome"": [[[0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0]]], ""detection_events"": [[[0, 0, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0, 1, 1], [0, 0, 0, 0, 0, 0, 1, 0]]]}",21
