sample_id,mode,n_rounds,shots,mid_measure,reset_after_measure,return_probs,control,target,error_rounds,occurrence_vector,error_types,error_wires,fault_schedule_json,dataset_type,stab_type,stab_index,syndrome_bits,detection_bits,final_bits,probabilities,raw_output_json,cnot_index
0,mid_measure_reset,4,1,True,True,False,15,4,,"0,0,0,0","X,Z","15,4",[],all_cnot_round_patterns,X,2,00000000000000000000000000000000,000000000000000000000000,,,"{""syndrome"": [[[0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0]]], ""detection_events"": [[[0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0]]]}",19
1,mid_measure_reset,4,1,True,True,False,15,4,0,"1,0,0,0","X,Z","15,4","[{""round"": 0, ""control"": 15, ""target"": 4, ""error_wires"": [15, 4], ""error_types"": [""X"", ""Z""]}]",all_cnot_round_patterns,X,2,00000000001101100011011000110110,001101100000000000000000,,,"{""syndrome"": [[[0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 1, 1, 0, 1, 1, 0], [0, 0, 1, 1, 0, 1, 1, 0], [0, 0, 1, 1, 0, 1, 1, 0]]], ""detection_events"": [[[0, 0, 1, 1, 0, 1, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0]]]}",19
2,mid_measure_reset,4,1,True,True,False,15,4,1,"0,1,0,0","X,Z","15,4","[{""round"": 1, ""control"": 15, ""target"": 4, ""error_wires"": [15, 4], ""error_types"": [""X"", ""Z""]}]",all_cnot_round_patterns,X,2,00000000000000000011011000110110,000000000011011000000000,,,"{""syndrome"": [[[0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 1, 1, 0, 1, 1, 0], [0, 0, 1, 1, 0, 1, 1, 0]]], ""detection_events"": [[[0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 1, 1, 0, 1, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0]]]}",19
3,mid_measure_reset,4,1,True,True,False,15,4,2,"0,0,1,0","X,Z","15,4","[{""round"": 2, ""control"": 15, ""target"": 4, ""error_wires"": [15, 4], ""error_types"": [""X"", ""Z""]}]",all_cnot_round_patterns,X,2,00000000000000000000000000110110,000000000000000000110110,,,"{""syndrome"": [[[0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 1, 1, 0, 1, 1, 0]]], ""detection_events"": [[[0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 1, 1, 0, 1, 1, 0]]]}",19
4,mid_measure_reset,4,1,True,True,False,15,4,3,"0,0,0,1","X,Z","15,4","[{""round"": 3, ""control"": 15, ""target"": 4, ""error_wires"": [15, 4], ""error_types"": [""X"", ""Z""]}]",all_cnot_round_patterns,X,2,00000000000000000000000000000000,000000000000000000000000,,,"{""syndrome"": [[[0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0]]], ""detection_events"": [[[0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0]]]}",19
5,mid_measure_reset,4,1,True,True,False,15,4,"0,1","1,1,0,0","X,Z","15,4","[{""round"": 0, ""control"": 15, ""target"": 4, ""error_wires"": [15, 4], ""error_types"": [""X"", ""Z""]}, {""round"": 1, ""control"": 15, ""target"": 4, ""error_wires"": [15, 4], ""error_types"": [""X"", ""Z""]}]",all_cnot_round_patterns,X,2,00000000001101100000000000000000,001101100011011000000000,,,"{""syndrome"": [[[0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 1, 1, 0, 1, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0]]], ""detection_events"": [[[0, 0, 1, 1, 0, 1, 1, 0], [0, 0, 1, 1, 0, 1, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0]]]}",19
6,mid_measure_reset,4,1,True,True,False,15,4,"0,2","1,0,1,0","X,Z","15,4","[{""round"": 0, ""control"": 15, ""target"": 4, ""error_wires"": [15, 4], ""error_types"": [""X"", ""Z""]}, {""round"": 2, ""control"": 15, ""target"": 4, ""error_wires"": [15, 4], ""error_types"": [""X"", ""Z""]}]",all_cnot_round_patterns,X,2,00000000001101100011011000000000,001101100000000000110110,,,"{""syndrome"": [[[0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 1, 1, 0, 1, 1, 0], [0, 0, 1, 1, 0, 1, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0]]], ""detection_events"": [[[0, 0, 1, 1, 0, 1, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 1, 1, 0, 1, 1, 0]]]}",19
7,mid_measure_reset,4,1,True,True,False,15,4,"0,3","1,0,0,1","X,Z","15,4","[{""round"": 0, ""control"": 15, ""target"": 4, ""error_wires"": [15, 4], ""error_types"": [""X"", ""Z""]}, {""round"": 3, ""control"": 15, ""target"": 4, ""error_wires"": [15, 4], ""error_types"": [""X"", ""Z""]}]",all_cnot_round_patterns,X,2,00000000001101100011011000110110,001101100000000000000000,,,"{""syndrome"": [[[0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 1, 1, 0, 1, 1, 0], [0, 0, 1, 1, 0, 1, 1, 0], [0, 0, 1, 1, 0, 1, 1, 0]]], ""detection_events"": [[[0, 0, 1, 1, 0, 1, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0]]]}",19
8,mid_measure_reset,4,1,True,True,False,15,4,"1,2","0,1,1,0","X,Z","15,4","[{""round"": 1, ""control"": 15, ""target"": 4, ""error_wires"": [15, 4], ""error_types"": [""X"", ""Z""]}, {""round"": 2, ""control"": 15, ""target"": 4, ""error_wires"": [15, 4], ""error_types"": [""X"", ""Z""]}]",all_cnot_round_patterns,X,2,00000000000000000011011000000000,000000000011011000110110,,,"{""syndrome"": [[[0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 1, 1, 0, 1, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0]]], ""detection_events"": [[[0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 1, 1, 0, 1, 1, 0], [0, 0, 1, 1, 0, 1, 1, 0]]]}",19
9,mid_measure_reset,4,1,True,True,False,15,4,"1,3","0,1,0,1","X,Z","15,4","[{""round"": 1, ""control"": 15, ""target"": 4, ""error_wires"": [15, 4], ""error_types"": [""X"", ""Z""]}, {""round"": 3, ""control"": 15, ""target"": 4, ""error_wires"": [15, 4], ""error_types"": [""X"", ""Z""]}]",all_cnot_round_patterns,X,2,00000000000000000011011000110110,000000000011011000000000,,,"{""syndrome"": [[[0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 1, 1, 0, 1, 1, 0], [0, 0, 1, 1, 0, 1, 1, 0]]], ""detection_events"": [[[0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 1, 1, 0, 1, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0]]]}",19
