sample_id,mode,n_rounds,shots,mid_measure,reset_after_measure,return_probs,control,target,error_rounds,occurrence_vector,error_types,error_wires,fault_schedule_json,dataset_type,stab_type,stab_index,syndrome_bits,detection_bits,final_bits,probabilities,raw_output_json,cnot_index
0,mid_measure_reset,4,1,True,True,False,15,3,,"0,0,0,0","X,Z","15,3",[],all_cnot_round_patterns,X,2,00000000000000000000000000000000,000000000000000000000000,,,"{""syndrome"": [[[0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0]]], ""detection_events"": [[[0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0]]]}",18
1,mid_measure_reset,4,1,True,True,False,15,3,0,"1,0,0,0","X,Z","15,3","[{""round"": 0, ""control"": 15, ""target"": 3, ""error_wires"": [15, 3], ""error_types"": [""X"", ""Z""]}]",all_cnot_round_patterns,X,2,00000000101000101010001010100010,101000100000000000000000,,,"{""syndrome"": [[[0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 1, 0, 0, 0, 1, 0], [1, 0, 1, 0, 0, 0, 1, 0], [1, 0, 1, 0, 0, 0, 1, 0]]], ""detection_events"": [[[1, 0, 1, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0]]]}",18
2,mid_measure_reset,4,1,True,True,False,15,3,1,"0,1,0,0","X,Z","15,3","[{""round"": 1, ""control"": 15, ""target"": 3, ""error_wires"": [15, 3], ""error_types"": [""X"", ""Z""]}]",all_cnot_round_patterns,X,2,00000000000000001010001010100010,000000001010001000000000,,,"{""syndrome"": [[[0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 1, 0, 0, 0, 1, 0], [1, 0, 1, 0, 0, 0, 1, 0]]], ""detection_events"": [[[0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 1, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0]]]}",18
3,mid_measure_reset,4,1,True,True,False,15,3,2,"0,0,1,0","X,Z","15,3","[{""round"": 2, ""control"": 15, ""target"": 3, ""error_wires"": [15, 3], ""error_types"": [""X"", ""Z""]}]",all_cnot_round_patterns,X,2,00000000000000000000000010100010,000000000000000010100010,,,"{""syndrome"": [[[0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 1, 0, 0, 0, 1, 0]]], ""detection_events"": [[[0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 1, 0, 0, 0, 1, 0]]]}",18
4,mid_measure_reset,4,1,True,True,False,15,3,3,"0,0,0,1","X,Z","15,3","[{""round"": 3, ""control"": 15, ""target"": 3, ""error_wires"": [15, 3], ""error_types"": [""X"", ""Z""]}]",all_cnot_round_patterns,X,2,00000000000000000000000000000000,000000000000000000000000,,,"{""syndrome"": [[[0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0]]], ""detection_events"": [[[0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0]]]}",18
5,mid_measure_reset,4,1,True,True,False,15,3,"0,1","1,1,0,0","X,Z","15,3","[{""round"": 0, ""control"": 15, ""target"": 3, ""error_wires"": [15, 3], ""error_types"": [""X"", ""Z""]}, {""round"": 1, ""control"": 15, ""target"": 3, ""error_wires"": [15, 3], ""error_types"": [""X"", ""Z""]}]",all_cnot_round_patterns,X,2,00000000101000100000000000000000,101000101010001000000000,,,"{""syndrome"": [[[0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 1, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0]]], ""detection_events"": [[[1, 0, 1, 0, 0, 0, 1, 0], [1, 0, 1, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0]]]}",18
6,mid_measure_reset,4,1,True,True,False,15,3,"0,2","1,0,1,0","X,Z","15,3","[{""round"": 0, ""control"": 15, ""target"": 3, ""error_wires"": [15, 3], ""error_types"": [""X"", ""Z""]}, {""round"": 2, ""control"": 15, ""target"": 3, ""error_wires"": [15, 3], ""error_types"": [""X"", ""Z""]}]",all_cnot_round_patterns,X,2,00000000101000101010001000000000,101000100000000010100010,,,"{""syndrome"": [[[0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 1, 0, 0, 0, 1, 0], [1, 0, 1, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0]]], ""detection_events"": [[[1, 0, 1, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 1, 0, 0, 0, 1, 0]]]}",18
7,mid_measure_reset,4,1,True,True,False,15,3,"0,3","1,0,0,1","X,Z","15,3","[{""round"": 0, ""control"": 15, ""target"": 3, ""error_wires"": [15, 3], ""error_types"": [""X"", ""Z""]}, {""round"": 3, ""control"": 15, ""target"": 3, ""error_wires"": [15, 3], ""error_types"": [""X"", ""Z""]}]",all_cnot_round_patterns,X,2,00000000101000101010001010100010,101000100000000000000000,,,"{""syndrome"": [[[0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 1, 0, 0, 0, 1, 0], [1, 0, 1, 0, 0, 0, 1, 0], [1, 0, 1, 0, 0, 0, 1, 0]]], ""detection_events"": [[[1, 0, 1, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0]]]}",18
8,mid_measure_reset,4,1,True,True,False,15,3,"1,2","0,1,1,0","X,Z","15,3","[{""round"": 1, ""control"": 15, ""target"": 3, ""error_wires"": [15, 3], ""error_types"": [""X"", ""Z""]}, {""round"": 2, ""control"": 15, ""target"": 3, ""error_wires"": [15, 3], ""error_types"": [""X"", ""Z""]}]",all_cnot_round_patterns,X,2,00000000000000001010001000000000,000000001010001010100010,,,"{""syndrome"": [[[0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 1, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0]]], ""detection_events"": [[[0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 1, 0, 0, 0, 1, 0], [1, 0, 1, 0, 0, 0, 1, 0]]]}",18
9,mid_measure_reset,4,1,True,True,False,15,3,"1,3","0,1,0,1","X,Z","15,3","[{""round"": 1, ""control"": 15, ""target"": 3, ""error_wires"": [15, 3], ""error_types"": [""X"", ""Z""]}, {""round"": 3, ""control"": 15, ""target"": 3, ""error_wires"": [15, 3], ""error_types"": [""X"", ""Z""]}]",all_cnot_round_patterns,X,2,00000000000000001010001010100010,000000001010001000000000,,,"{""syndrome"": [[[0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 1, 0, 0, 0, 1, 0], [1, 0, 1, 0, 0, 0, 1, 0]]], ""detection_events"": [[[0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 1, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0]]]}",18
