sample_id,mode,n_rounds,shots,mid_measure,reset_after_measure,return_probs,control,target,error_rounds,occurrence_vector,error_types,error_wires,fault_schedule_json,dataset_type,stab_type,stab_index,syndrome_bits,detection_bits,final_bits,probabilities,raw_output_json,cnot_index
0,mid_measure_reset,4,1,True,True,False,13,1,,"0,0,0,0","X,Z","13,1",[],all_cnot_round_patterns,X,0,00000000000000000000000000000000,000000000000000000000000,,,"{""syndrome"": [[[0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0]]], ""detection_events"": [[[0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0]]]}",13
1,mid_measure_reset,4,1,True,True,False,13,1,0,"1,0,0,0","X,Z","13,1","[{""round"": 0, ""control"": 13, ""target"": 1, ""error_wires"": [13, 1], ""error_types"": [""X"", ""Z""]}]",all_cnot_round_patterns,X,0,00000100000011000000110000001100,000010000000000000000000,,,"{""syndrome"": [[[0, 0, 0, 0, 0, 1, 0, 0], [0, 0, 0, 0, 1, 1, 0, 0], [0, 0, 0, 0, 1, 1, 0, 0], [0, 0, 0, 0, 1, 1, 0, 0]]], ""detection_events"": [[[0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0]]]}",13
2,mid_measure_reset,4,1,True,True,False,13,1,1,"0,1,0,0","X,Z","13,1","[{""round"": 1, ""control"": 13, ""target"": 1, ""error_wires"": [13, 1], ""error_types"": [""X"", ""Z""]}]",all_cnot_round_patterns,X,0,00000000000001000000110000001100,000001000000100000000000,,,"{""syndrome"": [[[0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 1, 0, 0], [0, 0, 0, 0, 1, 1, 0, 0], [0, 0, 0, 0, 1, 1, 0, 0]]], ""detection_events"": [[[0, 0, 0, 0, 0, 1, 0, 0], [0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0]]]}",13
3,mid_measure_reset,4,1,True,True,False,13,1,2,"0,0,1,0","X,Z","13,1","[{""round"": 2, ""control"": 13, ""target"": 1, ""error_wires"": [13, 1], ""error_types"": [""X"", ""Z""]}]",all_cnot_round_patterns,X,0,00000000000000000000010000001100,000000000000010000001000,,,"{""syndrome"": [[[0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 1, 0, 0], [0, 0, 0, 0, 1, 1, 0, 0]]], ""detection_events"": [[[0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 1, 0, 0], [0, 0, 0, 0, 1, 0, 0, 0]]]}",13
4,mid_measure_reset,4,1,True,True,False,13,1,3,"0,0,0,1","X,Z","13,1","[{""round"": 3, ""control"": 13, ""target"": 1, ""error_wires"": [13, 1], ""error_types"": [""X"", ""Z""]}]",all_cnot_round_patterns,X,0,00000000000000000000000000000100,000000000000000000000100,,,"{""syndrome"": [[[0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 1, 0, 0]]], ""detection_events"": [[[0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 1, 0, 0]]]}",13
5,mid_measure_reset,4,1,True,True,False,13,1,"0,1","1,1,0,0","X,Z","13,1","[{""round"": 0, ""control"": 13, ""target"": 1, ""error_wires"": [13, 1], ""error_types"": [""X"", ""Z""]}, {""round"": 1, ""control"": 13, ""target"": 1, ""error_wires"": [13, 1], ""error_types"": [""X"", ""Z""]}]",all_cnot_round_patterns,X,0,00000100000010000000000000000000,000011000000100000000000,,,"{""syndrome"": [[[0, 0, 0, 0, 0, 1, 0, 0], [0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0]]], ""detection_events"": [[[0, 0, 0, 0, 1, 1, 0, 0], [0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0]]]}",13
6,mid_measure_reset,4,1,True,True,False,13,1,"0,2","1,0,1,0","X,Z","13,1","[{""round"": 0, ""control"": 13, ""target"": 1, ""error_wires"": [13, 1], ""error_types"": [""X"", ""Z""]}, {""round"": 2, ""control"": 13, ""target"": 1, ""error_wires"": [13, 1], ""error_types"": [""X"", ""Z""]}]",all_cnot_round_patterns,X,0,00000100000011000000100000000000,000010000000010000001000,,,"{""syndrome"": [[[0, 0, 0, 0, 0, 1, 0, 0], [0, 0, 0, 0, 1, 1, 0, 0], [0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0]]], ""detection_events"": [[[0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 1, 0, 0], [0, 0, 0, 0, 1, 0, 0, 0]]]}",13
7,mid_measure_reset,4,1,True,True,False,13,1,"0,3","1,0,0,1","X,Z","13,1","[{""round"": 0, ""control"": 13, ""target"": 1, ""error_wires"": [13, 1], ""error_types"": [""X"", ""Z""]}, {""round"": 3, ""control"": 13, ""target"": 1, ""error_wires"": [13, 1], ""error_types"": [""X"", ""Z""]}]",all_cnot_round_patterns,X,0,00000100000011000000110000001000,000010000000000000000100,,,"{""syndrome"": [[[0, 0, 0, 0, 0, 1, 0, 0], [0, 0, 0, 0, 1, 1, 0, 0], [0, 0, 0, 0, 1, 1, 0, 0], [0, 0, 0, 0, 1, 0, 0, 0]]], ""detection_events"": [[[0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 1, 0, 0]]]}",13
8,mid_measure_reset,4,1,True,True,False,13,1,"1,2","0,1,1,0","X,Z","13,1","[{""round"": 1, ""control"": 13, ""target"": 1, ""error_wires"": [13, 1], ""error_types"": [""X"", ""Z""]}, {""round"": 2, ""control"": 13, ""target"": 1, ""error_wires"": [13, 1], ""error_types"": [""X"", ""Z""]}]",all_cnot_round_patterns,X,0,00000000000001000000100000000000,000001000000110000001000,,,"{""syndrome"": [[[0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 1, 0, 0], [0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0]]], ""detection_events"": [[[0, 0, 0, 0, 0, 1, 0, 0], [0, 0, 0, 0, 1, 1, 0, 0], [0, 0, 0, 0, 1, 0, 0, 0]]]}",13
9,mid_measure_reset,4,1,True,True,False,13,1,"1,3","0,1,0,1","X,Z","13,1","[{""round"": 1, ""control"": 13, ""target"": 1, ""error_wires"": [13, 1], ""error_types"": [""X"", ""Z""]}, {""round"": 3, ""control"": 13, ""target"": 1, ""error_wires"": [13, 1], ""error_types"": [""X"", ""Z""]}]",all_cnot_round_patterns,X,0,00000000000001000000110000001000,000001000000100000000100,,,"{""syndrome"": [[[0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 1, 0, 0], [0, 0, 0, 0, 1, 1, 0, 0], [0, 0, 0, 0, 1, 0, 0, 0]]], ""detection_events"": [[[0, 0, 0, 0, 0, 1, 0, 0], [0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 1, 0, 0]]]}",13
