sample_id,mode,n_rounds,shots,mid_measure,reset_after_measure,return_probs,control,target,error_rounds,occurrence_vector,error_types,error_wires,fault_schedule_json,dataset_type,stab_type,stab_index,syndrome_bits,detection_bits,final_bits,probabilities,raw_output_json,cnot_index
0,mid_measure_reset,4,1,True,True,False,4,12,,"0,0,0,0","X,Z","4,12",[],all_cnot_round_patterns,Z,3,00000000000000000000000000000000,000000000000000000000000,,,"{""syndrome"": [[[0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0]]], ""detection_events"": [[[0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0]]]}",8
1,mid_measure_reset,4,1,True,True,False,4,12,0,"1,0,0,0","X,Z","4,12","[{""round"": 0, ""control"": 4, ""target"": 12, ""error_wires"": [4, 12], ""error_types"": [""X"", ""Z""]}]",all_cnot_round_patterns,Z,3,00000110100101101001011010010110,100100000000000000000000,,,"{""syndrome"": [[[0, 0, 0, 0, 0, 1, 1, 0], [1, 0, 0, 1, 0, 1, 1, 0], [1, 0, 0, 1, 0, 1, 1, 0], [1, 0, 0, 1, 0, 1, 1, 0]]], ""detection_events"": [[[1, 0, 0, 1, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0]]]}",8
2,mid_measure_reset,4,1,True,True,False,4,12,1,"0,1,0,0","X,Z","4,12","[{""round"": 1, ""control"": 4, ""target"": 12, ""error_wires"": [4, 12], ""error_types"": [""X"", ""Z""]}]",all_cnot_round_patterns,Z,3,00000000000001101001011010010110,000001101001000000000000,,,"{""syndrome"": [[[0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 1, 1, 0], [1, 0, 0, 1, 0, 1, 1, 0], [1, 0, 0, 1, 0, 1, 1, 0]]], ""detection_events"": [[[0, 0, 0, 0, 0, 1, 1, 0], [1, 0, 0, 1, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0]]]}",8
3,mid_measure_reset,4,1,True,True,False,4,12,2,"0,0,1,0","X,Z","4,12","[{""round"": 2, ""control"": 4, ""target"": 12, ""error_wires"": [4, 12], ""error_types"": [""X"", ""Z""]}]",all_cnot_round_patterns,Z,3,00000000000000000000011010010110,000000000000011010010000,,,"{""syndrome"": [[[0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 1, 1, 0], [1, 0, 0, 1, 0, 1, 1, 0]]], ""detection_events"": [[[0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 1, 1, 0], [1, 0, 0, 1, 0, 0, 0, 0]]]}",8
4,mid_measure_reset,4,1,True,True,False,4,12,3,"0,0,0,1","X,Z","4,12","[{""round"": 3, ""control"": 4, ""target"": 12, ""error_wires"": [4, 12], ""error_types"": [""X"", ""Z""]}]",all_cnot_round_patterns,Z,3,00000000000000000000000000000110,000000000000000000000110,,,"{""syndrome"": [[[0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 1, 1, 0]]], ""detection_events"": [[[0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 1, 1, 0]]]}",8
5,mid_measure_reset,4,1,True,True,False,4,12,"0,1","1,1,0,0","X,Z","4,12","[{""round"": 0, ""control"": 4, ""target"": 12, ""error_wires"": [4, 12], ""error_types"": [""X"", ""Z""]}, {""round"": 1, ""control"": 4, ""target"": 12, ""error_wires"": [4, 12], ""error_types"": [""X"", ""Z""]}]",all_cnot_round_patterns,Z,3,00000110100100000000000000000000,100101101001000000000000,,,"{""syndrome"": [[[0, 0, 0, 0, 0, 1, 1, 0], [1, 0, 0, 1, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0]]], ""detection_events"": [[[1, 0, 0, 1, 0, 1, 1, 0], [1, 0, 0, 1, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0]]]}",8
6,mid_measure_reset,4,1,True,True,False,4,12,"0,2","1,0,1,0","X,Z","4,12","[{""round"": 0, ""control"": 4, ""target"": 12, ""error_wires"": [4, 12], ""error_types"": [""X"", ""Z""]}, {""round"": 2, ""control"": 4, ""target"": 12, ""error_wires"": [4, 12], ""error_types"": [""X"", ""Z""]}]",all_cnot_round_patterns,Z,3,00000110100101101001000000000000,100100000000011010010000,,,"{""syndrome"": [[[0, 0, 0, 0, 0, 1, 1, 0], [1, 0, 0, 1, 0, 1, 1, 0], [1, 0, 0, 1, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0]]], ""detection_events"": [[[1, 0, 0, 1, 0, 0, 0, 0], [0, 0, 0, 0, 0, 1, 1, 0], [1, 0, 0, 1, 0, 0, 0, 0]]]}",8
7,mid_measure_reset,4,1,True,True,False,4,12,"0,3","1,0,0,1","X,Z","4,12","[{""round"": 0, ""control"": 4, ""target"": 12, ""error_wires"": [4, 12], ""error_types"": [""X"", ""Z""]}, {""round"": 3, ""control"": 4, ""target"": 12, ""error_wires"": [4, 12], ""error_types"": [""X"", ""Z""]}]",all_cnot_round_patterns,Z,3,00000110100101101001011010010000,100100000000000000000110,,,"{""syndrome"": [[[0, 0, 0, 0, 0, 1, 1, 0], [1, 0, 0, 1, 0, 1, 1, 0], [1, 0, 0, 1, 0, 1, 1, 0], [1, 0, 0, 1, 0, 0, 0, 0]]], ""detection_events"": [[[1, 0, 0, 1, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 1, 1, 0]]]}",8
8,mid_measure_reset,4,1,True,True,False,4,12,"1,2","0,1,1,0","X,Z","4,12","[{""round"": 1, ""control"": 4, ""target"": 12, ""error_wires"": [4, 12], ""error_types"": [""X"", ""Z""]}, {""round"": 2, ""control"": 4, ""target"": 12, ""error_wires"": [4, 12], ""error_types"": [""X"", ""Z""]}]",all_cnot_round_patterns,Z,3,00000000000001101001000000000000,000001101001011010010000,,,"{""syndrome"": [[[0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 1, 1, 0], [1, 0, 0, 1, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0]]], ""detection_events"": [[[0, 0, 0, 0, 0, 1, 1, 0], [1, 0, 0, 1, 0, 1, 1, 0], [1, 0, 0, 1, 0, 0, 0, 0]]]}",8
9,mid_measure_reset,4,1,True,True,False,4,12,"1,3","0,1,0,1","X,Z","4,12","[{""round"": 1, ""control"": 4, ""target"": 12, ""error_wires"": [4, 12], ""error_types"": [""X"", ""Z""]}, {""round"": 3, ""control"": 4, ""target"": 12, ""error_wires"": [4, 12], ""error_types"": [""X"", ""Z""]}]",all_cnot_round_patterns,Z,3,00000000000001101001011010010000,000001101001000000000110,,,"{""syndrome"": [[[0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 1, 1, 0], [1, 0, 0, 1, 0, 1, 1, 0], [1, 0, 0, 1, 0, 0, 0, 0]]], ""detection_events"": [[[0, 0, 0, 0, 0, 1, 1, 0], [1, 0, 0, 1, 0, 0, 0, 0], [0, 0, 0, 0, 0, 1, 1, 0]]]}",8
