L,self_baseline_mean,within_mean_raw,between_mean_raw,within_mean_net,within_min_net,within_max_net,between_mean_net,between_min_net,between_max_net
1,0.0017693122493336556,0.006951652305728387,0.011834653689133785,0.00522829881668326,0.0011977002478105493,0.008510479677835725,0.010063969536507936,0.0005517955644097788,0.017530065199716716
2,0.030030986200626344,0.045975224901595405,0.06216985135980922,0.016110157195242034,0.00698527643904287,0.022010223783500107,0.03213391236830907,0.006491646589862322,0.04557773922398767
