L,self_baseline_mean,within_mean_raw,between_mean_raw,within_mean_net,within_min_net,within_max_net,between_mean_net,between_min_net,between_max_net
1,0.0018414524956421295,0.0089956109179713,0.012549952181576104,0.007247995507536266,0.0015885774020795267,0.011591495531458034,0.010705698578912867,0.0012445670669088073,0.01856435156721215
2,0.02966535355245282,0.04769997393315514,0.06235001748226527,0.018269593522652554,0.007802026531836117,0.024041729749101362,0.03267764980617215,0.006735431940320662,0.04497657370244817
