k1,k2,mean_T_k1,std_T_k1,mean_T_k2,std_T_k2,gap,cohen_d
6,7,1.4716107240665055,4.802456650893436,-1.5086704614975397,5.25628971838067,2.980281185564045,0.5925750737025728
14,15,6.503859051938574,9.61135742800655,-7.049424801323022,11.524076609103144,13.553283853261597,1.2825176742966033
14,17,6.221282532687374,8.646973435454141,-6.587430248853679,11.334659028474963,12.808712781541054,1.2820486819246002
15,17,7.233716851640808,10.248800352320051,-7.2511076473295395,11.469766210596053,14.484824498970347,1.3338656082121751
18,19,4.841833151534726,9.144017751432337,-5.302991278328945,8.820403170353986,10.144824429863672,1.1294351734500445
18,20,4.0147787479684895,8.10712266144494,-4.489356317605648,8.518478041578748,8.504135065574138,1.0230168783047335
19,20,3.8200190792165403,7.231992208265201,-3.5411733829290424,7.0577446873031935,7.361192462145583,1.0302768365775123
22,23,4.022181203208633,7.159247346255868,-3.75481880623262,6.8661420042408725,7.777000009441252,1.1089888223553397
