L,within_n,within_min,within_mean,within_max,between_n,between_min,between_mean,between_max,ratio_between_over_within
1,8,0.0018682125153942945,0.0059959940375926965,0.008928934519074167,268,0.0016041348053999465,0.010756511939281233,0.01803086356824521,1.793949739082765
2,8,0.025129957488481586,0.03508116542329902,0.04038037122484817,268,0.025598416048140695,0.05118002755264513,0.06434443362835898,1.4589032871369236
