15,0,0,4,1,3,5,0,4,3,0,2,11,1,3,2,1,0,0,0,241,2,2,0
4,7,1,0,2,1,1,0,2,0,1,6,6,5,3,6,2,0,0,1,244,1,7,0
3,0,19,4,2,1,5,0,3,3,1,5,3,0,6,1,4,0,1,0,229,2,8,0
5,3,0,13,3,3,2,0,5,1,1,4,2,1,4,5,6,0,1,3,231,2,5,0
3,1,1,5,13,0,2,0,4,1,0,2,4,2,8,8,6,0,6,0,228,0,6,0
3,1,0,0,9,9,3,0,1,6,0,7,0,1,2,5,1,0,1,1,245,2,3,0
3,3,2,0,3,0,17,0,2,1,1,2,2,2,4,6,4,0,2,3,241,0,2,0
1,1,2,6,2,1,12,0,2,0,0,0,6,0,6,1,4,0,4,0,247,1,4,0
0,1,2,2,2,0,5,0,9,2,0,10,5,1,6,2,2,0,1,1,247,0,2,0
5,1,2,2,3,1,3,0,5,7,1,5,0,2,4,3,5,0,5,1,234,1,10,0
1,0,0,0,1,1,4,0,2,7,5,7,1,0,5,4,2,0,5,0,246,2,7,0
2,1,3,1,5,0,1,0,2,1,0,16,5,2,2,3,4,0,2,3,237,0,10,0
2,0,1,4,4,2,2,0,1,2,0,3,19,2,5,5,4,0,2,0,238,0,4,0
4,0,6,3,1,3,5,0,0,3,0,8,11,6,9,8,4,0,3,0,221,3,2,0
3,0,2,1,3,0,5,0,5,0,0,4,6,3,10,8,3,0,4,1,237,1,4,0
4,0,2,1,5,0,3,0,4,1,2,5,1,1,10,4,1,0,2,3,242,2,7,0
2,1,1,2,4,2,9,0,3,0,0,5,6,0,7,5,9,0,5,0,234,0,5,0
0,0,1,1,5,1,6,0,1,1,1,3,1,1,8,12,2,0,2,1,245,2,6,0
7,1,0,1,1,1,3,0,2,4,2,6,2,0,2,4,1,0,4,2,249,2,6,0
1,0,2,1,2,2,3,0,4,2,2,6,5,1,7,0,4,0,6,2,242,2,6,0
2,1,1,2,2,0,2,0,1,2,0,3,1,1,3,2,3,0,9,4,256,3,2,0
7,0,1,0,2,0,2,0,3,1,1,1,5,1,7,2,2,0,8,1,243,5,8,0
1,0,2,3,1,0,6,0,1,1,0,7,3,1,4,3,1,0,0,0,249,0,17,0
3,1,1,0,4,2,2,0,2,1,1,6,4,2,2,1,1,0,2,0,243,2,20,0
