192,20,7,10,3,2,1,0,3,0,1,5,25,8,3,1,3,2,7,0,0,2,4,1
30,179,6,6,4,2,0,0,3,5,0,4,10,26,4,0,4,2,7,0,0,3,3,2
8,4,208,6,3,6,18,7,2,2,2,2,1,3,4,0,8,4,9,0,0,1,2,0
5,7,19,192,2,5,1,0,23,11,1,7,5,2,1,0,5,1,8,0,0,3,2,0
4,4,3,2,213,20,1,0,0,3,0,3,6,3,11,0,5,5,10,0,0,3,4,0
1,4,2,2,46,181,1,0,9,21,4,6,3,5,1,0,2,3,4,0,0,1,4,0
3,3,23,6,3,1,155,37,5,2,4,5,3,1,2,0,9,5,23,0,1,4,4,1
2,3,12,0,4,5,177,26,2,5,2,4,6,5,1,0,3,2,31,0,0,3,7,0
4,2,3,15,5,8,5,0,172,29,3,14,3,3,1,0,16,3,6,0,0,3,5,0
1,4,1,8,4,7,8,1,34,141,10,11,4,3,8,0,28,5,10,0,0,8,4,0
3,1,1,3,4,2,2,0,6,28,155,41,1,2,1,0,3,0,11,0,0,24,11,1
3,2,3,2,4,4,2,2,7,7,19,185,5,3,3,0,3,2,9,0,0,8,23,4
18,9,2,2,3,2,7,3,9,2,4,4,175,30,1,0,6,4,13,0,0,3,3,0
5,22,1,3,4,5,2,1,2,6,2,1,37,159,5,0,11,8,12,0,0,5,9,0
5,8,6,7,14,5,3,1,4,9,4,5,3,27,76,5,28,62,11,0,0,1,15,1
9,7,5,6,22,6,6,1,1,10,2,8,9,26,72,1,25,54,11,0,0,4,15,0
3,6,9,8,10,3,4,1,13,14,1,1,5,7,21,1,137,9,36,0,0,8,3,0
2,2,5,9,18,5,5,3,2,13,4,9,3,25,78,2,29,55,12,0,0,8,9,2
4,5,7,3,5,3,16,4,4,12,8,5,9,11,5,0,34,4,140,0,0,17,3,1
2,6,5,2,12,2,18,2,9,12,4,6,6,7,5,0,18,4,152,0,1,22,5,0
2,5,9,1,6,3,17,4,3,9,8,6,14,5,6,0,23,3,150,0,1,21,3,1
2,0,3,0,7,2,8,1,3,1,21,9,2,2,2,0,9,3,35,0,0,143,43,4
3,2,3,2,8,1,4,3,3,8,6,31,7,6,4,0,4,2,16,0,0,29,133,25
9,2,4,3,5,2,3,1,7,3,8,23,7,7,1,0,6,5,12,0,0,27,145,20
