175,28,6,4,1,1,2,1,4,3,3,3,34,5,2,0,4,0,8,0,0,4,12,0
27,171,6,8,2,0,2,5,3,1,4,4,12,24,6,0,8,3,4,0,0,3,7,0
7,2,214,6,6,3,9,10,4,0,1,3,5,6,5,0,6,1,2,0,0,4,6,0
14,5,5,199,2,0,1,4,16,11,4,6,5,2,6,0,6,1,3,1,0,2,7,0
6,1,2,4,193,23,1,3,5,3,5,4,3,3,15,0,10,4,9,0,0,0,6,0
2,4,0,3,47,184,0,2,4,11,3,10,3,2,5,0,6,1,3,0,0,3,7,0
6,1,9,3,3,5,95,110,3,2,6,9,5,3,4,0,4,1,17,1,0,4,9,0
4,4,15,1,5,4,99,100,1,2,6,0,3,1,7,0,12,2,13,1,1,12,7,0
3,3,2,20,2,4,2,3,153,35,5,9,6,2,8,0,24,1,3,1,0,6,8,0
3,1,10,10,4,12,1,6,42,122,14,10,7,4,11,0,18,2,7,0,0,9,7,0
5,3,1,4,1,1,4,3,7,8,159,30,0,3,4,1,6,3,13,0,0,34,10,0
6,3,6,6,2,7,2,2,17,8,21,171,6,4,3,0,3,0,6,1,0,6,20,0
20,5,5,6,4,3,5,5,5,2,7,7,162,28,6,0,2,2,9,1,0,5,11,0
8,17,3,1,2,5,2,2,3,4,2,2,38,165,11,0,9,5,5,2,0,3,11,0
6,12,6,4,10,3,7,4,10,12,1,1,14,13,108,1,25,33,9,1,0,9,11,0
5,8,12,9,14,6,2,6,7,11,4,5,8,20,101,0,27,27,11,0,0,9,8,0
9,7,7,5,6,2,3,4,22,8,5,7,2,2,26,0,110,12,40,0,0,11,12,0
3,10,7,8,7,6,3,12,6,10,5,7,10,12,108,0,28,22,11,2,0,7,16,0
4,6,6,4,7,9,20,9,10,11,10,6,14,5,10,0,20,5,100,11,2,18,13,0
3,7,7,8,9,4,7,15,7,9,8,9,14,4,18,0,26,3,117,4,2,11,8,0
4,5,9,6,13,8,7,10,8,8,15,4,10,8,10,0,21,3,106,10,1,21,13,0
5,5,3,2,6,5,4,7,7,2,18,8,7,2,5,0,4,1,30,1,0,141,37,0
8,7,8,1,6,5,1,6,2,3,12,13,12,3,8,0,10,4,14,0,0,25,152,0
9,3,3,8,5,1,1,5,4,5,6,23,11,4,7,0,4,1,15,0,0,28,157,0
