94,9,19,11,15,7,5,12,5,5,1,9,32,9,7,0,7,5,36,0,0,4,8,0
42,65,18,6,15,9,2,8,7,7,2,13,19,22,7,0,8,4,30,1,0,4,11,0
12,9,87,22,12,11,2,24,5,7,5,7,8,7,14,0,8,5,36,0,0,9,10,0
22,6,12,90,12,8,1,22,27,8,7,19,9,3,7,0,14,4,24,0,0,0,5,0
11,7,11,8,100,11,3,13,4,6,5,15,11,7,14,0,15,11,27,0,0,8,13,0
10,4,8,14,41,79,1,11,11,13,5,13,11,8,11,0,7,7,32,0,0,6,8,0
6,5,15,8,19,8,12,71,8,5,1,14,13,6,5,0,23,6,53,1,0,9,12,0
8,7,18,9,12,11,16,78,7,3,10,12,10,4,7,0,8,7,53,0,1,8,11,0
8,9,16,21,12,10,2,16,57,10,1,27,18,4,6,0,15,4,42,4,0,7,11,0
12,6,8,15,8,12,1,13,25,48,10,15,11,9,8,0,25,11,41,0,0,8,14,0
6,5,6,10,10,10,4,14,10,9,51,41,7,4,6,0,3,6,49,1,0,24,24,0
15,8,17,9,9,8,1,14,11,8,13,79,11,7,5,0,8,9,35,1,0,3,29,0
20,10,7,14,14,8,2,21,7,6,5,15,62,13,5,0,14,6,47,1,0,8,15,0
16,17,16,9,14,7,1,10,6,9,4,10,36,64,13,0,12,11,30,1,0,6,8,0
17,5,18,6,31,8,3,12,2,8,2,22,8,4,30,0,17,27,54,0,0,11,15,0
12,17,12,12,16,10,2,11,7,16,4,9,13,14,34,0,21,24,47,0,0,10,9,0
13,7,9,14,13,6,3,16,17,10,7,8,17,14,19,0,53,3,45,1,0,8,17,0
9,8,16,14,21,6,2,16,9,8,6,14,11,11,32,0,28,22,46,0,0,6,15,0
12,5,16,10,7,7,4,21,6,8,6,11,18,14,14,0,16,7,89,1,1,14,13,0
15,12,7,10,18,3,1,18,9,7,7,6,15,9,4,0,16,9,110,3,0,8,13,0
12,9,10,12,12,9,3,12,7,9,9,7,24,10,6,0,23,5,98,3,0,11,9,0
19,7,9,4,7,9,2,19,9,7,13,14,13,8,8,0,6,6,52,1,0,49,36,2
10,10,21,10,16,4,2,21,10,3,3,18,19,8,9,0,11,6,43,0,0,10,66,0
13,8,10,5,11,9,0,16,10,3,7,24,11,7,9,0,13,9,59,0,0,12,64,0
