228,27,1,7,2,0,3,1,1,1,1,0,13,4,3,0,3,0,3,1,0,1,0,0
27,212,5,2,3,2,1,0,0,0,2,2,11,19,4,0,2,2,3,0,0,0,3,0
2,4,267,4,0,0,0,2,2,2,2,1,0,1,1,0,3,5,2,0,0,0,2,0
6,2,3,254,0,1,0,0,14,3,0,1,4,3,1,0,1,0,2,0,0,1,4,0
3,1,1,0,250,13,1,0,3,0,0,0,0,1,9,0,7,4,4,0,0,2,1,0
0,0,2,1,24,251,1,1,2,6,1,3,0,0,1,0,0,2,3,0,0,1,1,0
0,1,4,0,0,1,148,109,3,2,0,3,1,1,1,0,4,0,19,1,0,1,1,0
1,0,3,1,2,0,152,107,0,4,0,1,0,2,2,0,6,0,15,1,0,1,2,0
2,2,1,9,1,3,2,0,212,28,1,6,5,1,6,0,12,0,3,1,0,1,4,0
1,1,1,3,0,6,1,1,30,204,6,5,1,3,8,0,16,2,7,0,0,1,3,0
4,0,2,0,2,1,1,0,4,8,218,24,0,1,3,0,0,1,2,1,0,18,10,0
2,0,0,4,1,2,0,1,8,1,18,227,1,3,6,0,2,1,3,0,0,3,17,0
10,6,1,1,1,2,0,1,4,4,1,7,207,27,5,0,7,1,6,0,0,3,6,0
5,9,0,3,3,1,0,0,1,3,1,2,20,217,13,0,4,8,4,0,0,2,4,0
1,7,4,4,8,3,2,5,3,11,3,4,5,9,134,0,23,48,6,0,0,3,17,0
4,9,5,1,12,4,1,1,5,9,3,3,3,19,132,0,27,45,6,0,0,5,6,0
1,3,6,4,5,3,5,2,12,11,4,3,0,4,28,0,177,8,18,2,0,3,1,0
6,3,4,4,7,2,4,4,3,5,2,3,4,5,154,0,24,45,9,1,0,4,7,0
4,3,1,4,3,2,8,3,3,8,8,3,6,2,5,0,19,1,174,15,2,20,6,0
3,2,3,0,4,2,4,5,4,11,6,5,7,1,11,0,15,1,177,17,1,17,4,0
0,4,1,3,6,1,10,8,4,10,4,1,3,3,10,0,16,2,174,15,1,18,5,1
0,1,0,0,3,0,6,5,1,0,10,5,1,1,3,0,8,2,19,3,0,203,29,0
1,0,0,0,2,2,2,0,4,3,3,16,3,2,8,0,3,4,5,0,0,15,227,0
4,2,4,2,1,1,3,1,3,2,7,17,7,0,4,0,0,0,6,0,0,17,219,0
