191,30,1,12,6,1,6,0,1,3,0,2,26,3,1,3,1,0,6,0,0,1,2,4
37,168,9,5,6,3,4,0,3,3,1,4,5,29,2,3,3,0,9,0,0,2,1,3
6,6,215,8,0,2,10,0,2,3,3,0,3,1,3,8,6,0,13,0,0,2,1,8
5,4,3,209,2,4,6,0,18,7,2,9,3,1,0,3,7,0,8,0,0,3,2,4
1,3,2,3,204,14,3,0,6,0,2,5,3,4,10,18,2,0,10,0,0,1,3,6
2,1,2,1,28,202,3,0,7,18,1,2,4,2,2,5,1,0,7,0,0,4,1,7
5,0,6,0,3,2,213,0,2,5,4,1,4,1,2,5,9,0,28,0,0,6,0,4
2,2,10,0,6,3,204,0,1,2,0,4,5,3,5,3,13,0,25,0,0,5,1,6
4,0,5,10,3,3,7,0,181,12,7,14,4,1,0,5,24,0,8,0,0,3,2,7
4,2,2,8,3,9,4,0,39,152,9,11,2,2,9,6,14,0,15,0,0,5,1,3
4,2,3,3,6,5,5,0,5,17,149,37,7,2,0,1,1,0,13,0,0,25,5,10
3,1,3,10,4,11,4,0,9,5,9,189,4,2,1,4,3,0,11,0,0,1,10,16
18,13,4,2,4,2,7,0,4,6,0,6,187,15,0,3,7,0,18,0,0,1,1,2
4,13,2,1,8,3,4,0,2,1,0,3,47,174,7,15,6,0,4,0,0,0,3,3
0,6,2,4,14,4,10,0,3,11,3,9,6,14,66,92,23,0,10,0,0,6,8,9
2,6,5,4,22,9,3,0,5,9,5,3,10,12,60,86,24,0,17,0,0,5,6,7
7,2,9,6,5,2,9,0,6,13,2,3,5,6,9,18,144,0,39,0,0,8,0,7
4,5,5,6,20,7,3,0,2,5,3,2,10,9,73,99,12,1,16,0,0,5,7,6
7,2,3,3,7,1,17,0,1,10,6,7,12,2,4,9,12,0,164,0,0,15,3,15
5,3,4,4,6,6,18,0,5,8,5,4,8,4,4,11,15,0,167,0,0,10,1,12
9,1,7,6,7,3,19,0,5,15,6,6,10,3,5,10,17,0,150,0,0,11,3,7
1,0,3,3,3,3,6,0,0,1,17,10,5,2,1,4,6,0,42,0,0,157,17,19
4,4,1,5,3,4,7,0,2,2,7,26,13,4,3,7,4,0,15,0,0,10,61,118
8,4,2,5,5,4,1,0,5,8,6,22,15,6,2,4,2,0,20,0,0,19,58,104
