41,2,1,3,2,1,4,0,3,1,0,4,19,1,2,7,6,0,196,0,0,1,0,6
26,25,4,0,0,0,6,0,0,1,0,4,9,12,8,4,1,0,200,0,0,0,0,0
3,3,41,2,3,1,15,0,1,2,2,4,2,0,3,3,6,0,204,0,0,1,1,3
7,4,1,31,2,0,8,0,5,1,0,16,4,0,3,1,7,0,205,0,0,0,0,5
2,0,2,1,49,0,3,0,2,1,1,4,4,2,9,6,3,0,209,0,0,1,1,0
2,1,3,0,20,12,2,0,0,10,1,10,2,1,7,9,2,0,213,0,0,0,0,5
2,2,1,0,2,0,39,0,1,2,0,5,6,0,3,4,3,0,228,0,0,0,0,2
1,2,2,0,4,0,47,0,1,1,2,3,0,2,2,4,2,0,220,0,0,4,2,1
1,1,2,0,3,2,3,0,33,3,0,21,3,1,3,2,20,0,197,0,0,3,0,2
0,0,1,3,3,1,1,0,10,22,0,12,3,2,11,8,18,0,202,0,0,0,0,3
3,1,0,0,5,1,4,0,1,15,12,15,2,3,2,4,2,0,215,0,0,11,1,3
1,0,3,3,1,2,3,0,2,5,4,41,4,1,2,4,2,0,203,0,0,0,7,12
2,2,1,2,3,1,7,0,4,1,0,2,47,2,4,3,4,0,212,0,0,0,2,1
1,3,2,1,1,3,2,0,1,1,2,4,17,27,13,17,0,0,202,0,0,1,1,1
1,3,0,1,1,1,3,0,2,6,2,3,3,2,22,18,2,0,222,0,0,1,1,6
2,0,3,1,1,1,2,0,1,1,1,4,2,2,29,20,4,0,222,0,0,1,1,2
2,1,3,1,6,3,1,0,1,2,1,3,1,1,18,8,20,0,223,0,0,2,1,2
3,3,1,1,1,1,4,0,1,5,1,2,0,2,24,22,3,0,215,0,0,1,3,7
2,0,1,0,0,1,3,0,2,1,0,3,6,0,3,2,2,0,265,0,0,1,2,6
3,0,0,0,0,3,3,0,2,1,0,2,4,1,2,3,1,0,270,0,0,2,2,1
3,1,1,1,0,0,4,0,4,2,0,4,2,0,7,1,3,0,261,0,0,0,3,3
3,0,3,0,2,0,1,0,1,0,0,1,4,0,2,4,0,0,234,0,0,17,9,19
2,2,1,3,2,1,1,0,3,0,1,1,9,1,1,3,1,0,238,0,0,4,8,18
4,1,2,2,3,2,3,0,0,1,0,5,6,2,3,4,2,0,216,0,0,5,16,23
