94,11,8,12,8,9,7,0,5,4,9,8,31,6,5,17,11,0,1,0,33,7,14,0
43,65,7,10,9,4,15,0,6,4,3,11,19,35,3,12,5,0,2,0,36,4,7,0
5,11,104,18,9,6,29,0,8,10,7,6,9,4,2,15,7,0,0,0,34,4,12,0
19,3,13,100,8,2,16,0,24,9,5,16,8,6,2,15,12,0,0,1,28,3,10,0
11,5,15,8,94,8,15,0,10,5,5,14,7,5,6,28,12,0,3,2,33,3,11,0
8,2,5,9,39,76,9,0,12,24,4,22,14,7,2,14,5,0,0,1,24,9,14,0
10,4,15,16,13,8,84,0,8,9,2,7,15,6,6,13,10,0,3,2,53,6,10,0
12,8,17,5,10,11,95,0,10,7,1,15,7,6,2,10,15,0,3,0,47,7,12,0
7,13,18,10,13,6,17,0,64,14,3,22,13,6,3,8,32,0,3,2,29,3,14,0
10,6,7,15,11,6,20,0,29,56,19,18,8,4,7,14,12,0,1,2,33,7,15,0
9,7,7,11,6,8,14,0,5,20,48,36,9,6,2,16,6,0,3,3,37,33,14,0
6,8,4,18,19,4,13,0,15,8,18,74,16,9,2,9,9,0,3,2,35,6,22,0
20,7,5,6,18,6,12,0,5,10,6,16,75,12,0,21,12,0,2,3,40,10,14,0
19,10,11,7,18,5,11,0,5,14,2,8,39,61,3,28,9,0,0,1,32,6,11,0
7,7,13,7,19,11,8,0,11,14,5,17,20,15,14,46,13,0,1,3,47,2,20,0
17,9,8,7,15,9,18,0,7,9,3,13,21,16,11,48,17,0,4,1,49,6,12,0
18,7,9,9,15,11,15,0,16,13,5,12,16,7,6,28,44,0,10,1,36,10,12,0
11,5,11,12,22,8,10,0,10,11,5,11,21,8,14,51,13,0,4,0,50,7,16,0
16,3,11,19,14,7,36,0,5,11,4,14,10,4,4,14,11,0,9,6,80,7,15,0
17,8,9,7,11,10,29,0,8,10,3,23,14,10,2,19,17,0,6,2,67,9,19,0
13,10,14,6,17,7,26,0,13,15,5,14,11,6,4,15,10,0,11,7,72,8,16,0
9,7,10,12,13,7,16,0,5,5,11,14,17,8,5,16,9,0,3,3,47,49,34,0
14,8,15,10,14,6,23,0,8,11,5,29,16,10,4,11,5,0,2,2,45,7,55,0
12,8,8,4,12,7,20,0,9,11,5,21,15,5,2,13,6,0,1,0,58,13,70,0
