61,8,9,6,9,2,11,0,3,2,2,14,25,4,2,14,9,0,0,0,102,10,7,0
33,30,9,5,10,1,9,0,5,4,3,8,19,11,5,15,11,0,2,0,99,8,13,0
12,9,59,10,8,6,25,0,10,1,2,11,11,4,1,18,7,0,1,0,94,5,6,0
24,8,12,51,6,4,9,0,15,6,1,13,18,5,4,14,6,0,1,1,83,5,14,0
11,4,5,4,68,7,10,0,13,7,1,7,12,3,10,19,9,0,0,1,94,6,9,0
11,6,9,10,30,38,7,0,9,15,2,13,7,6,4,15,7,0,2,1,95,6,7,0
4,4,6,4,14,3,56,0,11,3,4,8,12,4,3,13,11,0,3,0,113,13,11,0
8,3,5,5,12,5,67,0,6,6,4,8,12,1,4,17,4,0,2,1,114,6,10,0
12,4,1,7,10,1,14,0,33,7,0,26,13,5,4,9,24,0,3,1,107,9,10,0
10,7,6,10,7,2,9,0,23,30,7,22,9,3,2,16,19,0,2,0,103,4,9,0
8,5,4,7,9,6,17,0,11,18,20,21,7,5,0,14,8,0,1,1,108,17,13,0
14,7,6,5,9,3,10,0,15,5,8,64,7,4,1,10,7,0,0,2,92,6,25,0
4,6,6,6,11,4,14,0,5,6,3,11,64,6,3,13,4,0,3,2,113,4,12,0
8,4,6,9,12,3,14,0,6,6,1,14,27,32,10,21,4,0,5,0,103,1,14,0
7,1,12,4,7,8,7,0,12,9,4,10,12,5,4,33,17,0,2,0,128,4,14,0
10,8,6,7,10,6,22,0,8,6,2,13,13,4,7,33,16,0,2,0,112,7,8,0
13,4,4,8,8,6,16,0,9,9,1,10,8,2,7,18,33,0,1,1,125,6,11,0
11,2,5,6,4,5,14,0,6,7,2,8,14,5,11,48,12,0,2,0,115,7,16,0
4,4,7,3,7,4,14,0,7,4,5,10,13,5,0,11,18,0,11,1,153,6,13,0
9,3,9,3,7,7,13,0,15,3,5,14,6,4,3,17,9,0,5,2,144,16,6,0
15,4,8,10,14,5,16,0,7,9,4,20,6,8,4,21,11,0,5,3,109,8,13,0
6,4,9,8,12,5,15,0,5,3,3,9,13,4,4,19,6,0,2,2,98,42,31,0
13,4,15,6,10,5,6,0,8,5,2,13,11,7,4,8,2,0,2,0,120,9,50,0
12,3,5,10,20,6,17,0,6,5,4,7,13,7,3,10,12,0,1,0,103,13,43,0
