case_id,kind,location,pauli,tick,control,target,stab_type,syndrome,weight,lit_ancillas
C12_YX,cnot_two,C12,YX,0,"(4, 2)","(5, 3)",X,000100000000000000000000,1,X3
C12_YY,cnot_two,C12,YY,0,"(4, 2)","(5, 3)",X,000100000010000000000000,2,X3;X10
C12_YZ,cnot_two,C12,YZ,0,"(4, 2)","(5, 3)",X,000110000110000000000000,4,X3;Z4;Z9;X10
C12_ZI,cnot_two,C12,ZI,0,"(4, 2)","(5, 3)",X,000100000000000000000000,1,X3
C12_ZX,cnot_two,C12,ZX,0,"(4, 2)","(5, 3)",X,000110000100000000000000,3,X3;Z4;Z9
C12_ZY,cnot_two,C12,ZY,0,"(4, 2)","(5, 3)",X,000110000110000000000000,4,X3;Z4;Z9;X10
C12_ZZ,cnot_two,C12,ZZ,0,"(4, 2)","(5, 3)",X,000100000010000000000000,2,X3;X10
C13_IX,cnot_two,C13,IX,0,"(8, 2)","(9, 3)",X,000000100001000000000000,2,Z6;Z11
C13_IY,cnot_two,C13,IY,0,"(8, 2)","(9, 3)",X,000000100001000000000000,2,Z6;Z11
C13_IZ,cnot_two,C13,IZ,0,"(8, 2)","(9, 3)",X,000000000000000000000000,0,
C13_XI,cnot_two,C13,XI,0,"(8, 2)","(9, 3)",X,000000100001000000000000,2,Z6;Z11
C13_XX,cnot_two,C13,XX,0,"(8, 2)","(9, 3)",X,000000000000000000000000,0,
C13_XY,cnot_two,C13,XY,0,"(8, 2)","(9, 3)",X,000000000000000000000000,0,
C13_XZ,cnot_two,C13,XZ,0,"(8, 2)","(9, 3)",X,000000100001000000000000,2,Z6;Z11
C13_YI,cnot_two,C13,YI,0,"(8, 2)","(9, 3)",X,000001100001000000000000,3,X5;Z6;Z11
C13_YX,cnot_two,C13,YX,0,"(8, 2)","(9, 3)",X,000001000000000000000000,1,X5
C13_YY,cnot_two,C13,YY,0,"(8, 2)","(9, 3)",X,000001000000000000000000,1,X5
C13_YZ,cnot_two,C13,YZ,0,"(8, 2)","(9, 3)",X,000001100001000000000000,3,X5;Z6;Z11
C13_ZI,cnot_two,C13,ZI,0,"(8, 2)","(9, 3)",X,000001000000000000000000,1,X5
C13_ZX,cnot_two,C13,ZX,0,"(8, 2)","(9, 3)",X,000001100001000000000000,3,X5;Z6;Z11
C13_ZY,cnot_two,C13,ZY,0,"(8, 2)","(9, 3)",X,000001100001000000000000,3,X5;Z6;Z11
C13_ZZ,cnot_two,C13,ZZ,0,"(8, 2)","(9, 3)",X,000001000000000000000000,1,X5
C14_IX,cnot_two,C14,IX,0,"(2, 4)","(3, 5)",X,000000000100100000000000,2,Z9;Z12
C14_IY,cnot_two,C14,IY,0,"(2, 4)","(3, 5)",X,000000000100110000000000,3,Z9;Z12;X13
C14_IZ,cnot_two,C14,IZ,0,"(2, 4)","(3, 5)",X,000000000000010000000000,1,X13
C14_XI,cnot_two,C14,XI,0,"(2, 4)","(3, 5)",X,000000000100100000000000,2,Z9;Z12
C14_XX,cnot_two,C14,XX,0,"(2, 4)","(3, 5)",X,000000000000000000000000,0,
C14_XY,cnot_two,C14,XY,0,"(2, 4)","(3, 5)",X,000000000000010000000000,1,X13
C14_XZ,cnot_two,C14,XZ,0,"(2, 4)","(3, 5)",X,000000000100110000000000,3,Z9;Z12;X13
C14_YI,cnot_two,C14,YI,0,"(2, 4)","(3, 5)",X,000000001100100000000000,3,X8;Z9;Z12
C14_YX,cnot_two,C14,YX,0,"(2, 4)","(3, 5)",X,000000001000000000000000,1,X8
C14_YY,cnot_two,C14,YY,0,"(2, 4)","(3, 5)",X,000000001000010000000000,2,X8;X13
C14_YZ,cnot_two,C14,YZ,0,"(2, 4)","(3, 5)",X,000000001100110000000000,4,X8;Z9;Z12;X13
C14_ZI,cnot_two,C14,ZI,0,"(2, 4)","(3, 5)",X,000000001000000000000000,1,X8
C14_ZX,cnot_two,C14,ZX,0,"(2, 4)","(3, 5)",X,000000001100100000000000,3,X8;Z9;Z12
C14_ZY,cnot_two,C14,ZY,0,"(2, 4)","(3, 5)",X,000000001100110000000000,4,X8;Z9;Z12;X13
C14_ZZ,cnot_two,C14,ZZ,0,"(2, 4)","(3, 5)",X,000000001000010000000000,2,X8;X13
C15_IX,cnot_two,C15,IX,0,"(6, 4)","(7, 5)",X,000000000001001000000000,2,Z11;Z14
C15_IY,cnot_two,C15,IY,0,"(6, 4)","(7, 5)",X,000000000001001100000000,3,Z11;Z14;X15
C15_IZ,cnot_two,C15,IZ,0,"(6, 4)","(7, 5)",X,000000000000000100000000,1,X15
C15_XI,cnot_two,C15,XI,0,"(6, 4)","(7, 5)",X,000000000001001000000000,2,Z11;Z14
C15_XX,cnot_two,C15,XX,0,"(6, 4)","(7, 5)",X,000000000000000000000000,0,
C15_XY,cnot_two,C15,XY,0,"(6, 4)","(7, 5)",X,000000000000000100000000,1,X15
C15_XZ,cnot_two,C15,XZ,0,"(6, 4)","(7, 5)",X,000000000001001100000000,3,Z11;Z14;X15
C15_YI,cnot_two,C15,YI,0,"(6, 4)","(7, 5)",X,000000000011001000000000,3,X10;Z11;Z14
C15_YX,cnot_two,C15,YX,0,"(6, 4)","(7, 5)",X,000000000010000000000000,1,X10
C15_YY,cnot_two,C15,YY,0,"(6, 4)","(7, 5)",X,000000000010000100000000,2,X10;X15
C15_YZ,cnot_two,C15,YZ,0,"(6, 4)","(7, 5)",X,000000000011001100000000,4,X10;Z11;Z14;X15
C15_ZI,cnot_two,C15,ZI,0,"(6, 4)","(7, 5)",X,000000000010000000000000,1,X10
C15_ZX,cnot_two,C15,ZX,0,"(6, 4)","(7, 5)",X,000000000011001000000000,3,X10;Z11;Z14
C15_ZY,cnot_two,C15,ZY,0,"(6, 4)","(7, 5)",X,000000000011001100000000,4,X10;Z11;Z14;X15
C15_ZZ,cnot_two,C15,ZZ,0,"(6, 4)","(7, 5)",X,000000000010000100000000,2,X10;X15
C16_IX,cnot_two,C16,IX,0,"(4, 6)","(5, 7)",X,000000000000001000010000,2,Z14;Z19
C16_IY,cnot_two,C16,IY,0,"(4, 6)","(5, 7)",X,000000000000001000011000,3,Z14;Z19;X20
C16_IZ,cnot_two,C16,IZ,0,"(4, 6)","(5, 7)",X,000000000000000000001000,1,X20
C16_XI,cnot_two,C16,XI,0,"(4, 6)","(5, 7)",X,000000000000001000010000,2,Z14;Z19
C16_XX,cnot_two,C16,XX,0,"(4, 6)","(5, 7)",X,000000000000000000000000,0,
C16_XY,cnot_two,C16,XY,0,"(4, 6)","(5, 7)",X,000000000000000000001000,1,X20
C16_XZ,cnot_two,C16,XZ,0,"(4, 6)","(5, 7)",X,000000000000001000011000,3,Z14;Z19;X20
C16_YI,cnot_two,C16,YI,0,"(4, 6)","(5, 7)",X,000000000000011000010000,3,X13;Z14;Z19
C16_YX,cnot_two,C16,YX,0,"(4, 6)","(5, 7)",X,000000000000010000000000,1,X13
C16_YY,cnot_two,C16,YY,0,"(4, 6)","(5, 7)",X,000000000000010000001000,2,X13;X20
C16_YZ,cnot_two,C16,YZ,0,"(4, 6)","(5, 7)",X,000000000000011000011000,4,X13;Z14;Z19;X20
C16_ZI,cnot_two,C16,ZI,0,"(4, 6)","(5, 7)",X,000000000000010000000000,1,X13
C16_ZX,cnot_two,C16,ZX,0,"(4, 6)","(5, 7)",X,000000000000011000010000,3,X13;Z14;Z19
C16_ZY,cnot_two,C16,ZY,0,"(4, 6)","(5, 7)",X,000000000000011000011000,4,X13;Z14;Z19;X20
C16_ZZ,cnot_two,C16,ZZ,0,"(4, 6)","(5, 7)",X,000000000000010000001000,2,X13;X20
C17_IX,cnot_two,C17,IX,0,"(8, 6)","(9, 7)",X,000000000000000010000100,2,Z16;Z21
C17_IY,cnot_two,C17,IY,0,"(8, 6)","(9, 7)",X,000000000000000010000100,2,Z16;Z21
C17_IZ,cnot_two,C17,IZ,0,"(8, 6)","(9, 7)",X,000000000000000000000000,0,
C17_XI,cnot_two,C17,XI,0,"(8, 6)","(9, 7)",X,000000000000000010000100,2,Z16;Z21
C17_XX,cnot_two,C17,XX,0,"(8, 6)","(9, 7)",X,000000000000000000000000,0,
C17_XY,cnot_two,C17,XY,0,"(8, 6)","(9, 7)",X,000000000000000000000000,0,
C17_XZ,cnot_two,C17,XZ,0,"(8, 6)","(9, 7)",X,000000000000000010000100,2,Z16;Z21
C17_YI,cnot_two,C17,YI,0,"(8, 6)","(9, 7)",X,000000000000000110000100,3,X15;Z16;Z21
C17_YX,cnot_two,C17,YX,0,"(8, 6)","(9, 7)",X,000000000000000100000000,1,X15
C17_YY,cnot_two,C17,YY,0,"(8, 6)","(9, 7)",X,000000000000000100000000,1,X15
C17_YZ,cnot_two,C17,YZ,0,"(8, 6)","(9, 7)",X,000000000000000110000100,3,X15;Z16;Z21
C17_ZI,cnot_two,C17,ZI,0,"(8, 6)","(9, 7)",X,000000000000000100000000,1,X15
C17_ZX,cnot_two,C17,ZX,0,"(8, 6)","(9, 7)",X,000000000000000110000100,3,X15;Z16;Z21
C17_ZY,cnot_two,C17,ZY,0,"(8, 6)","(9, 7)",X,000000000000000110000100,3,X15;Z16;Z21
C17_ZZ,cnot_two,C17,ZZ,0,"(8, 6)","(9, 7)",X,000000000000000100000000,1,X15
C18_IX,cnot_two,C18,IX,0,"(2, 8)","(3, 9)",X,000000000000000000010000,1,Z19
C18_IY,cnot_two,C18,IY,0,"(2, 8)","(3, 9)",X,000000000000000000010010,2,Z19;X22
C18_IZ,cnot_two,C18,IZ,0,"(2, 8)","(3, 9)",X,000000000000000000000010,1,X22
C18_XI,cnot_two,C18,XI,0,"(2, 8)","(3, 9)",X,000000000000000000010000,1,Z19
C18_XX,cnot_two,C18,XX,0,"(2, 8)","(3, 9)",X,000000000000000000000000,0,
C18_XY,cnot_two,C18,XY,0,"(2, 8)","(3, 9)",X,000000000000000000000010,1,X22
C18_XZ,cnot_two,C18,XZ,0,"(2, 8)","(3, 9)",X,000000000000000000010010,2,Z19;X22
C18_YI,cnot_two,C18,YI,0,"(2, 8)","(3, 9)",X,000000000000000000110000,2,X18;Z19
C18_YX,cnot_two,C18,YX,0,"(2, 8)","(3, 9)",X,000000000000000000100000,1,X18
C18_YY,cnot_two,C18,YY,0,"(2, 8)","(3, 9)",X,000000000000000000100010,2,X18;X22
C18_YZ,cnot_two,C18,YZ,0,"(2, 8)","(3, 9)",X,000000000000000000110010,3,X18;Z19;X22
C18_ZI,cnot_two,C18,ZI,0,"(2, 8)","(3, 9)",X,000000000000000000100000,1,X18
C18_ZX,cnot_two,C18,ZX,0,"(2, 8)","(3, 9)",X,000000000000000000110000,2,X18;Z19
C18_ZY,cnot_two,C18,ZY,0,"(2, 8)","(3, 9)",X,000000000000000000110010,3,X18;Z19;X22
C18_ZZ,cnot_two,C18,ZZ,0,"(2, 8)","(3, 9)",X,000000000000000000100010,2,X18;X22
C19_IX,cnot_two,C19,IX,0,"(6, 8)","(7, 9)",X,000000000000000000000100,1,Z21
C19_IY,cnot_two,C19,IY,0,"(6, 8)","(7, 9)",X,000000000000000000000101,2,Z21;X23
C19_IZ,cnot_two,C19,IZ,0,"(6, 8)","(7, 9)",X,000000000000000000000001,1,X23
C19_XI,cnot_two,C19,XI,0,"(6, 8)","(7, 9)",X,000000000000000000000100,1,Z21
C19_XX,cnot_two,C19,XX,0,"(6, 8)","(7, 9)",X,000000000000000000000000,0,
C19_XY,cnot_two,C19,XY,0,"(6, 8)","(7, 9)",X,000000000000000000000001,1,X23
C19_XZ,cnot_two,C19,XZ,0,"(6, 8)","(7, 9)",X,000000000000000000000101,2,Z21;X23
C19_YI,cnot_two,C19,YI,0,"(6, 8)","(7, 9)",X,000000000000000000001100,2,X20;Z21
C19_YX,cnot_two,C19,YX,0,"(6, 8)","(7, 9)",X,000000000000000000001000,1,X20
C19_YY,cnot_two,C19,YY,0,"(6, 8)","(7, 9)",X,000000000000000000001001,2,X20;X23
C19_YZ,cnot_two,C19,YZ,0,"(6, 8)","(7, 9)",X,000000000000000000001101,3,X20;Z21;X23
C19_ZI,cnot_two,C19,ZI,0,"(6, 8)","(7, 9)",X,000000000000000000001000,1,X20
C19_ZX,cnot_two,C19,ZX,0,"(6, 8)","(7, 9)",X,000000000000000000001100,2,X20;Z21
C19_ZY,cnot_two,C19,ZY,0,"(6, 8)","(7, 9)",X,000000000000000000001101,3,X20;Z21;X23
C19_ZZ,cnot_two,C19,ZZ,0,"(6, 8)","(7, 9)",X,000000000000000000001001,2,X20;X23
C20_IX,cnot_two,C20,IX,1,"(3, 1)","(2, 2)",Z,001000000000000000000000,1,Z2
C20_IY,cnot_two,C20,IY,1,"(3, 1)","(2, 2)",Z,001000001000000000000000,2,Z2;X8
C20_IZ,cnot_two,C20,IZ,1,"(3, 1)","(2, 2)",Z,000000001000000000000000,1,X8
C20_XI,cnot_two,C20,XI,1,"(3, 1)","(2, 2)",Z,000000000000000000000000,0,
C20_XX,cnot_two,C20,XX,1,"(3, 1)","(2, 2)",Z,001000000000000000000000,1,Z2
C20_XY,cnot_two,C20,XY,1,"(3, 1)","(2, 2)",Z,001000001000000000000000,2,Z2;X8
C20_XZ,cnot_two,C20,XZ,1,"(3, 1)","(2, 2)",Z,000000001000000000000000,1,X8
C20_YI,cnot_two,C20,YI,1,"(3, 1)","(2, 2)",Z,000100000000000000000000,1,X3
C20_YX,cnot_two,C20,YX,1,"(3, 1)","(2, 2)",Z,001100000000000000000000,2,Z2;X3
C20_YY,cnot_two,C20,YY,1,"(3, 1)","(2, 2)",Z,001100001000000000000000,3,Z2;X3;X8
C20_YZ,cnot_two,C20,YZ,1,"(3, 1)","(2, 2)",Z,000100001000000000000000,2,X3;X8
C20_ZI,cnot_two,C20,ZI,1,"(3, 1)","(2, 2)",Z,000100000000000000000000,1,X3
C20_ZX,cnot_two,C20,ZX,1,"(3, 1)","(2, 2)",Z,001100000000000000000000,2,Z2;X3
C20_ZY,cnot_two,C20,ZY,1,"(3, 1)","(2, 2)",Z,001100001000000000000000,3,Z2;X3;X8
C20_ZZ,cnot_two,C20,ZZ,1,"(3, 1)","(2, 2)",Z,000100001000000000000000,2,X3;X8
C21_IX,cnot_two,C21,IX,1,"(7, 1)","(6, 2)",Z,000010000000000000000000,1,Z4
C21_IY,cnot_two,C21,IY,1,"(7, 1)","(6, 2)",Z,000010000010000000000000,2,Z4;X10
C21_IZ,cnot_two,C21,IZ,1,"(7, 1)","(6, 2)",Z,000000000010000000000000,1,X10
C21_XI,cnot_two,C21,XI,1,"(7, 1)","(6, 2)",Z,000000000000000000000000,0,
C21_XX,cnot_two,C21,XX,1,"(7, 1)","(6, 2)",Z,000010000000000000000000,1,Z4
C21_XY,cnot_two,C21,XY,1,"(7, 1)","(6, 2)",Z,000010000010000000000000,2,Z4;X10
C21_XZ,cnot_two,C21,XZ,1,"(7, 1)","(6, 2)",Z,000000000010000000000000,1,X10
C21_YI,cnot_two,C21,YI,1,"(7, 1)","(6, 2)",Z,000001000000000000000000,1,X5
C21_YX,cnot_two,C21,YX,1,"(7, 1)","(6, 2)",Z,000011000000000000000000,2,Z4;X5
C21_YY,cnot_two,C21,YY,1,"(7, 1)","(6, 2)",Z,000011000010000000000000,3,Z4;X5;X10
C21_YZ,cnot_two,C21,YZ,1,"(7, 1)","(6, 2)",Z,000001000010000000000000,2,X5;X10
C21_ZI,cnot_two,C21,ZI,1,"(7, 1)","(6, 2)",Z,000001000000000000000000,1,X5
C21_ZX,cnot_two,C21,ZX,1,"(7, 1)","(6, 2)",Z,000011000000000000000000,2,Z4;X5
C21_ZY,cnot_two,C21,ZY,1,"(7, 1)","(6, 2)",Z,000011000010000000000000,3,Z4;X5;X10
C21_ZZ,cnot_two,C21,ZZ,1,"(7, 1)","(6, 2)",Z,000001000010000000000000,2,X5;X10
C22_IX,cnot_two,C22,IX,1,"(1, 3)","(0, 4)",Z,000000010000000000000000,1,Z7
C22_IY,cnot_two,C22,IY,1,"(1, 3)","(0, 4)",Z,000000010000000000000000,1,Z7
C22_IZ,cnot_two,C22,IZ,1,"(1, 3)","(0, 4)",Z,000000000000000000000000,0,
C22_XI,cnot_two,C22,XI,1,"(1, 3)","(0, 4)",Z,001000000000000000000000,1,Z2
C22_XX,cnot_two,C22,XX,1,"(1, 3)","(0, 4)",Z,001000010000000000000000,2,Z2;Z7
C22_XY,cnot_two,C22,XY,1,"(1, 3)","(0, 4)",Z,001000010000000000000000,2,Z2;Z7
C22_XZ,cnot_two,C22,XZ,1,"(1, 3)","(0, 4)",Z,001000000000000000000000,1,Z2
C22_YI,cnot_two,C22,YI,1,"(1, 3)","(0, 4)",Z,001000001000000000000000,2,Z2;X8
C22_YX,cnot_two,C22,YX,1,"(1, 3)","(0, 4)",Z,001000011000000000000000,3,Z2;Z7;X8
C22_YY,cnot_two,C22,YY,1,"(1, 3)","(0, 4)",Z,001000011000000000000000,3,Z2;Z7;X8
C22_YZ,cnot_two,C22,YZ,1,"(1, 3)","(0, 4)",Z,001000001000000000000000,2,Z2;X8
C22_ZI,cnot_two,C22,ZI,1,"(1, 3)","(0, 4)",Z,000000001000000000000000,1,X8
C22_ZX,cnot_two,C22,ZX,1,"(1, 3)","(0, 4)",Z,000000011000000000000000,2,Z7;X8
C22_ZY,cnot_two,C22,ZY,1,"(1, 3)","(0, 4)",Z,000000011000000000000000,2,Z7;X8
C22_ZZ,cnot_two,C22,ZZ,1,"(1, 3)","(0, 4)",Z,000000001000000000000000,1,X8
C23_IX,cnot_two,C23,IX,1,"(5, 3)","(4, 4)",Z,000000000100000000000000,1,Z9
C23_IY,cnot_two,C23,IY,1,"(5, 3)","(4, 4)",Z,000000000100010000000000,2,Z9;X13
C23_IZ,cnot_two,C23,IZ,1,"(5, 3)","(4, 4)",Z,000000000000010000000000,1,X13
C23_XI,cnot_two,C23,XI,1,"(5, 3)","(4, 4)",Z,000010000000000000000000,1,Z4
C23_XX,cnot_two,C23,XX,1,"(5, 3)","(4, 4)",Z,000010000100000000000000,2,Z4;Z9
C23_XY,cnot_two,C23,XY,1,"(5, 3)","(4, 4)",Z,000010000100010000000000,3,Z4;Z9;X13
C23_XZ,cnot_two,C23,XZ,1,"(5, 3)","(4, 4)",Z,000010000000010000000000,2,Z4;X13
C23_YI,cnot_two,C23,YI,1,"(5, 3)","(4, 4)",Z,000010000010000000000000,2,Z4;X10
C23_YX,cnot_two,C23,YX,1,"(5, 3)","(4, 4)",Z,000010000110000000000000,3,Z4;Z9;X10
C23_YY,cnot_two,C23,YY,1,"(5, 3)","(4, 4)",Z,000010000110010000000000,4,Z4;Z9;X10;X13
C23_YZ,cnot_two,C23,YZ,1,"(5, 3)","(4, 4)",Z,000010000010010000000000,3,Z4;X10;X13
C23_ZI,cnot_two,C23,ZI,1,"(5, 3)","(4, 4)",Z,000000000010000000000000,1,X10
C23_ZX,cnot_two,C23,ZX,1,"(5, 3)","(4, 4)",Z,000000000110000000000000,2,Z9;X10
C23_ZY,cnot_two,C23,ZY,1,"(5, 3)","(4, 4)",Z,000000000110010000000000,3,Z9;X10;X13
C23_ZZ,cnot_two,C23,ZZ,1,"(5, 3)","(4, 4)",Z,000000000010010000000000,2,X10;X13
C24_IX,cnot_two,C24,IX,1,"(9, 3)","(8, 4)",Z,000000000001000000000000,1,Z11
C24_IY,cnot_two,C24,IY,1,"(9, 3)","(8, 4)",Z,000000000001000100000000,2,Z11;X15
C24_IZ,cnot_two,C24,IZ,1,"(9, 3)","(8, 4)",Z,000000000000000100000000,1,X15
C24_XI,cnot_two,C24,XI,1,"(9, 3)","(8, 4)",Z,000000100000000000000000,1,Z6
C24_XX,cnot_two,C24,XX,1,"(9, 3)","(8, 4)",Z,000000100001000000000000,2,Z6;Z11
C24_XY,cnot_two,C24,XY,1,"(9, 3)","(8, 4)",Z,000000100001000100000000,3,Z6;Z11;X15
C24_XZ,cnot_two,C24,XZ,1,"(9, 3)","(8, 4)",Z,000000100000000100000000,2,Z6;X15
C24_YI,cnot_two,C24,YI,1,"(9, 3)","(8, 4)",Z,000000100000000000000000,1,Z6
C24_YX,cnot_two,C24,YX,1,"(9, 3)","(8, 4)",Z,000000100001000000000000,2,Z6;Z11
C24_YY,cnot_two,C24,YY,1,"(9, 3)","(8, 4)",Z,000000100001000100000000,3,Z6;Z11;X15
C24_YZ,cnot_two,C24,YZ,1,"(9, 3)","(8, 4)",Z,000000100000000100000000,2,Z6;X15
C24_ZI,cnot_two,C24,ZI,1,"(9, 3)","(8, 4)",Z,000000000000000000000000,0,
C24_ZX,cnot_two,C24,ZX,1,"(9, 3)","(8, 4)",Z,000000000001000000000000,1,Z11
C24_ZY,cnot_two,C24,ZY,1,"(9, 3)","(8, 4)",Z,000000000001000100000000,2,Z11;X15
C24_ZZ,cnot_two,C24,ZZ,1,"(9, 3)","(8, 4)",Z,000000000000000100000000,1,X15
C25_IX,cnot_two,C25,IX,1,"(3, 5)","(2, 6)",Z,000000000000100000000000,1,Z12
C25_IY,cnot_two,C25,IY,1,"(3, 5)","(2, 6)",Z,000000000000100000100000,2,Z12;X18
C25_IZ,cnot_two,C25,IZ,1,"(3, 5)","(2, 6)",Z,000000000000000000100000,1,X18
C25_XI,cnot_two,C25,XI,1,"(3, 5)","(2, 6)",Z,000000000100000000000000,1,Z9
C25_XX,cnot_two,C25,XX,1,"(3, 5)","(2, 6)",Z,000000000100100000000000,2,Z9;Z12
C25_XY,cnot_two,C25,XY,1,"(3, 5)","(2, 6)",Z,000000000100100000100000,3,Z9;Z12;X18
C25_XZ,cnot_two,C25,XZ,1,"(3, 5)","(2, 6)",Z,000000000100000000100000,2,Z9;X18
C25_YI,cnot_two,C25,YI,1,"(3, 5)","(2, 6)",Z,000000000100010000000000,2,Z9;X13
C25_YX,cnot_two,C25,YX,1,"(3, 5)","(2, 6)",Z,000000000100110000000000,3,Z9;Z12;X13
C25_YY,cnot_two,C25,YY,1,"(3, 5)","(2, 6)",Z,000000000100110000100000,4,Z9;Z12;X13;X18
C25_YZ,cnot_two,C25,YZ,1,"(3, 5)","(2, 6)",Z,000000000100010000100000,3,Z9;X13;X18
C25_ZI,cnot_two,C25,ZI,1,"(3, 5)","(2, 6)",Z,000000000000010000000000,1,X13
C25_ZX,cnot_two,C25,ZX,1,"(3, 5)","(2, 6)",Z,000000000000110000000000,2,Z12;X13
C25_ZY,cnot_two,C25,ZY,1,"(3, 5)","(2, 6)",Z,000000000000110000100000,3,Z12;X13;X18
C25_ZZ,cnot_two,C25,ZZ,1,"(3, 5)","(2, 6)",Z,000000000000010000100000,2,X13;X18
C26_IX,cnot_two,C26,IX,1,"(7, 5)","(6, 6)",Z,000000000000001000000000,1,Z14
C26_IY,cnot_two,C26,IY,1,"(7, 5)","(6, 6)",Z,000000000000001000001000,2,Z14;X20
C26_IZ,cnot_two,C26,IZ,1,"(7, 5)","(6, 6)",Z,000000000000000000001000,1,X20
C26_XI,cnot_two,C26,XI,1,"(7, 5)","(6, 6)",Z,000000000001000000000000,1,Z11
C26_XX,cnot_two,C26,XX,1,"(7, 5)","(6, 6)",Z,000000000001001000000000,2,Z11;Z14
C26_XY,cnot_two,C26,XY,1,"(7, 5)","(6, 6)",Z,000000000001001000001000,3,Z11;Z14;X20
C26_XZ,cnot_two,C26,XZ,1,"(7, 5)","(6, 6)",Z,000000000001000000001000,2,Z11;X20
C26_YI,cnot_two,C26,YI,1,"(7, 5)","(6, 6)",Z,000000000001000100000000,2,Z11;X15
C26_YX,cnot_two,C26,YX,1,"(7, 5)","(6, 6)",Z,000000000001001100000000,3,Z11;Z14;X15
C26_YY,cnot_two,C26,YY,1,"(7, 5)","(6, 6)",Z,000000000001001100001000,4,Z11;Z14;X15;X20
C26_YZ,cnot_two,C26,YZ,1,"(7, 5)","(6, 6)",Z,000000000001000100001000,3,Z11;X15;X20
C26_ZI,cnot_two,C26,ZI,1,"(7, 5)","(6, 6)",Z,000000000000000100000000,1,X15
C26_ZX,cnot_two,C26,ZX,1,"(7, 5)","(6, 6)",Z,000000000000001100000000,2,Z14;X15
C26_ZY,cnot_two,C26,ZY,1,"(7, 5)","(6, 6)",Z,000000000000001100001000,3,Z14;X15;X20
C26_ZZ,cnot_two,C26,ZZ,1,"(7, 5)","(6, 6)",Z,000000000000000100001000,2,X15;X20
C27_IX,cnot_two,C27,IX,1,"(1, 7)","(0, 8)",Z,000000000000000001000000,1,Z17
C27_IY,cnot_two,C27,IY,1,"(1, 7)","(0, 8)",Z,000000000000000001000000,1,Z17
C27_IZ,cnot_two,C27,IZ,1,"(1, 7)","(0, 8)",Z,000000000000000000000000,0,
C27_XI,cnot_two,C27,XI,1,"(1, 7)","(0, 8)",Z,000000000000100000000000,1,Z12
C27_XX,cnot_two,C27,XX,1,"(1, 7)","(0, 8)",Z,000000000000100001000000,2,Z12;Z17
C27_XY,cnot_two,C27,XY,1,"(1, 7)","(0, 8)",Z,000000000000100001000000,2,Z12;Z17
C27_XZ,cnot_two,C27,XZ,1,"(1, 7)","(0, 8)",Z,000000000000100000000000,1,Z12
C27_YI,cnot_two,C27,YI,1,"(1, 7)","(0, 8)",Z,000000000000100000100000,2,Z12;X18
C27_YX,cnot_two,C27,YX,1,"(1, 7)","(0, 8)",Z,000000000000100001100000,3,Z12;Z17;X18
C27_YY,cnot_two,C27,YY,1,"(1, 7)","(0, 8)",Z,000000000000100001100000,3,Z12;Z17;X18
C27_YZ,cnot_two,C27,YZ,1,"(1, 7)","(0, 8)",Z,000000000000100000100000,2,Z12;X18
C27_ZI,cnot_two,C27,ZI,1,"(1, 7)","(0, 8)",Z,000000000000000000100000,1,X18
C27_ZX,cnot_two,C27,ZX,1,"(1, 7)","(0, 8)",Z,000000000000000001100000,2,Z17;X18
C27_ZY,cnot_two,C27,ZY,1,"(1, 7)","(0, 8)",Z,000000000000000001100000,2,Z17;X18
C27_ZZ,cnot_two,C27,ZZ,1,"(1, 7)","(0, 8)",Z,000000000000000000100000,1,X18
C28_IX,cnot_two,C28,IX,1,"(5, 7)","(4, 8)",Z,000000000000000000010000,1,Z19
C28_IY,cnot_two,C28,IY,1,"(5, 7)","(4, 8)",Z,000000000000000000010010,2,Z19;X22
C28_IZ,cnot_two,C28,IZ,1,"(5, 7)","(4, 8)",Z,000000000000000000000010,1,X22
C28_XI,cnot_two,C28,XI,1,"(5, 7)","(4, 8)",Z,000000000000001000000000,1,Z14
C28_XX,cnot_two,C28,XX,1,"(5, 7)","(4, 8)",Z,000000000000001000010000,2,Z14;Z19
C28_XY,cnot_two,C28,XY,1,"(5, 7)","(4, 8)",Z,000000000000001000010010,3,Z14;Z19;X22
C28_XZ,cnot_two,C28,XZ,1,"(5, 7)","(4, 8)",Z,000000000000001000000010,2,Z14;X22
C28_YI,cnot_two,C28,YI,1,"(5, 7)","(4, 8)",Z,000000000000001000001000,2,Z14;X20
C28_YX,cnot_two,C28,YX,1,"(5, 7)","(4, 8)",Z,000000000000001000011000,3,Z14;Z19;X20
C28_YY,cnot_two,C28,YY,1,"(5, 7)","(4, 8)",Z,000000000000001000011010,4,Z14;Z19;X20;X22
C28_YZ,cnot_two,C28,YZ,1,"(5, 7)","(4, 8)",Z,000000000000001000001010,3,Z14;X20;X22
C28_ZI,cnot_two,C28,ZI,1,"(5, 7)","(4, 8)",Z,000000000000000000001000,1,X20
C28_ZX,cnot_two,C28,ZX,1,"(5, 7)","(4, 8)",Z,000000000000000000011000,2,Z19;X20
C28_ZY,cnot_two,C28,ZY,1,"(5, 7)","(4, 8)",Z,000000000000000000011010,3,Z19;X20;X22
C28_ZZ,cnot_two,C28,ZZ,1,"(5, 7)","(4, 8)",Z,000000000000000000001010,2,X20;X22
C29_IX,cnot_two,C29,IX,1,"(9, 7)","(8, 8)",Z,000000000000000000000100,1,Z21
